	Macro.c08.NLRP3	Macro.c07.LYVE1	Macro.c05.INHBA	Macro.c01.C1QC	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c02.FN1	Macro.c06.ISG15	Macro.c09.SPP1
ACSBG1	0.000607083	0.000851666	0.000965857	0.000911952	0.001828329	0.000664563	0	0.001525765	0
ACSF2	0.014351132	0.050650346	0.046307582	0.062469746	0.065486018	0.066750502	0.04862724	0.032022458	0.030148075
ACSF3	0.034451894	0.073054599	0.037527128	0.069569678	0.07472908	0.077992858	0.061684842	0.068316093	0.058324308
ACSL1	1.407044704	0.78227256	0.681547331	0.660443323	0.680592933	0.864019377	1.029867624	0.994415714	0.960671365
ACSL3	0.572146525	0.426652205	0.335453691	0.328627838	0.470770746	0.473303201	0.758126403	0.40747665	0.602726463
ACSL4	0.415834719	0.180304324	0.334138846	0.176723104	0.159698417	0.155536379	0.27573241	0.355765552	0.4786023
ACSL5	0.323996211	0.13326294	0.290862028	0.136972301	0.158184008	0.17876283	0.220691076	0.324242203	0.208980325
ACSL6	0	0	0	0.000108297	0	0	0	0	0
ACSM1	0.001161922	0	0.006782417	0.003149822	0.004179811	0.005448403	0.006343175	0.004206523	0.00181495
ACSM2A	0	0.000926871	0	8.59E-05	0.002350412	0.004404999	0.001434808	0	0
ACSM2B	0	0.00285938	0	0.00015667	0.001232777	0.002599975	0.001311994	0	0
ACSM3	0.004982031	0.005835533	0.040870091	0.01592497	0.021362258	0.025204633	0.024912065	0.005745893	0.005598665
ACSM5	0.00049059	0.047343954	0.012425881	0.042257186	0.044262676	0.056449189	0.009899287	0.003950092	0.004978715
ACSS1	0.019362574	0.045640123	0.022567451	0.045159356	0.039155103	0.05321744	0.029919776	0.038671582	0.015743475
ACSS2	0.077134187	0.071224717	0.055931496	0.061304573	0.047261901	0.042948089	0.051713819	0.059975416	0.062536533
ACSS3	0	0.000658545	0.001099319	0.000515767	0.000749357	0.00096068	0.000936621	0	0.001270375
ACTA1	0.001039503	0.000868895	0.001052661	0.00095219	0	0	0	0.000821605	0.001079795
ACTA2	0.03799959	0.11703591	0.049923568	0.056397204	0.02454453	0.050411688	0.034480354	0.065850958	0.04744405
ACTB	4.130032136	3.695266446	4.174802318	4.088115651	4.164501396	3.758143972	4.051313606	4.885141852	4.122294061
ACTG1	2.363015409	2.160172644	2.343283152	2.321557391	2.679868263	2.384295306	2.419762022	2.733809704	2.315835898
ACTG2	0.000648315	0.028798562	0.000240551	0.002256685	0	0	0	0	0.002252599
ACTL10	0.001683547	0.006088329	0.003152908	0.004640843	0.004762373	0.003235455	0.001018022	0.003890018	0.003787818
ACTL6A	0.02135451	0.046663872	0.040075515	0.066640757	0.066500268	0.040471817	0.037998411	0.048411505	0.048928611
ACTN1	0.490841879	0.16537864	0.442949348	0.292348004	0.338936359	0.248633449	0.400066084	0.437583124	0.477103195
ACTN2	0.003529524	0.02995928	0.008583436	0.017652783	0.006491089	0.017844342	0.001938375	0.001795131	0.003949717
ACTN4	0.375667816	0.204756697	0.286894619	0.214122238	0.185439978	0.152258484	0.313397189	0.320905816	0.377169038
ACTR10	0.086630152	0.13322513	0.104214023	0.150454212	0.159876103	0.114681388	0.109792189	0.177366153	0.14685284
ACTR1A	0.197645362	0.189990696	0.198453557	0.229718244	0.239388942	0.193389895	0.212485808	0.288610138	0.210308207
ACTR1B	0.068250976	0.097279171	0.096555973	0.093755651	0.102657986	0.089037613	0.092631742	0.092328921	0.098174337
ACTR2	0.895387215	0.734287537	0.742289734	0.74528761	0.741846305	0.683068708	0.783655216	0.998067086	0.737955777
ACTR3	0.786982027	0.637542285	0.967714265	0.767883638	0.84984978	0.685154755	0.682143931	1.255175254	0.753042676
ACTR3B	0.005597031	0.012545326	0.006415363	0.011337919	0.008929826	0.007901621	0.007673669	0.006679353	0.011480198
ACTR3C	0.001080162	0.004057598	0.003805498	0.005969158	0.00333331	0.005149856	0.00637808	0.006332233	0.006039525
ACTR5	0.007087358	0.021059855	0.008308607	0.018000094	0.019243265	0.012762393	0.012938677	0.017120182	0.016534983
ACTR6	0.020216783	0.046651759	0.047008455	0.060242195	0.061409039	0.051380072	0.042088317	0.062347021	0.055006943
ACTR8	0.019575762	0.045056372	0.029131253	0.043418322	0.046752579	0.029672568	0.024735252	0.041005116	0.038103864
ACTRT3	0.000996906	0.008889128	0.005054943	0.013124828	0.006361188	0.00620917	0.003123752	0.001862676	0.003856745
ACVR1	0.018953086	0.029547265	0.014888362	0.024735832	0.015303115	0.014946287	0.014317426	0.014585379	0.034504534
ACVR1B	0.048038668	0.03562441	0.029182051	0.021746638	0.024398089	0.012387357	0.034239236	0.04802143	0.042475114
ACVR1C	0.00025645	0.000177779	0.000419126	0	0	0	0	0	0.000281088
ACVR2A	0.011086955	0.029113785	0.009228673	0.015899636	0.006258992	0.010873921	0.012479811	0.014672136	0.022680602
ACVR2B	0.000852406	0.017820711	0.003176223	0.008299136	0.005114726	0.004126867	0.001706893	0.000576535	0.004670294
ACVRL1	0.016385093	0.029945923	0.018780273	0.035959469	0.017735135	0.01304946	0.015529334	0.05382829	0.052227008
ACY1	0.028320052	0.048650284	0.055786597	0.079116771	0.115038164	0.089733886	0.079360627	0.054234018	0.064821972
ACY3	0.000590697	0.010382041	0.132200874	0.004409751	0.008708507	0.042371047	0.006838433	0.002062506	0.000153502
ACYP1	0.013895137	0.031589248	0.031284338	0.036681929	0.029562936	0.030738725	0.022951008	0.019657205	0.037539374
ACYP2	0.102000987	0.161741876	0.121189423	0.198609479	0.20019069	0.187073016	0.163073524	0.089327975	0.092213029
ADA	0.107692892	0.074113107	0.088829556	0.060269506	0.053360122	0.060027847	0.114407985	0.14757636	0.090372856
ADAD2	0.012538953	0.003153573	0.005424553	0.003153103	0.000694121	0.002694376	0.003696191	0.00551323	0.003601428
ADAL	0.003995699	0.016560555	0.0141174	0.01841129	0.017846876	0.019014407	0.008589671	0.005056392	0.00975634
ADAM10	0.334600636	0.235425775	0.229230247	0.23480631	0.231790603	0.189762557	0.247931716	0.312809039	0.335871433
ADAM11	0	0	0	0	0	0.001141097	0.000546779	0	0
ADAM12	0.002100579	0.001963559	0.003342665	0.004291071	0.002538059	0.003209652	0.004029087	0.000867443	0.003288071
ADAM15	0.191599072	0.187186213	0.130886905	0.120675505	0.108604694	0.105396705	0.126616979	0.168307085	0.137322286
ADAM17	0.299589265	0.299209	0.275028975	0.226705749	0.208771827	0.280626459	0.21797196	0.293929743	0.293310235
ADAM19	0.138727408	0.012021604	0.076710428	0.013283061	0.012964221	0.003841148	0.00476331	0.084606279	0.047496842
ADAM22	0.000234076	0.000604555	0.000771427	0.000412323	0.000455173	0.000516496	0.000923011	0	0
ADAM28	0.058022934	0.335148681	0.258499446	0.295700598	0.318015838	0.399899442	0.158420568	0.143349823	0.296872518
ADAM32	0.000168322	0.000482126	0	0.000688908	0.000817482	0.000805625	0.000460093	0	0.000602104
ADAM8	0.304198476	0.063006531	0.371976969	0.190139389	0.111871532	0.055661943	0.123529701	0.269817615	0.560439059
ADAM9	0.158681623	0.281721339	0.224766214	0.310609215	0.203310015	0.153097438	0.158861422	0.163163619	0.350881213
ADAMDEC1	0.009906983	0.041112064	0.035131407	0.127286465	0.094235623	0.016780501	0.007372323	0.077306125	0.065424916
ADAMTS1	0	0.000649678	0	0.000851879	0	0.00074922	0.000760114	0	0.000674113
ADAMTS10	0.001640164	0.033734475	0.023028332	0.01271633	0.021974204	0.037957845	0.015361625	0.003194551	0.00918429
ADAMTS13	0	0.001168218	0	6.71E-05	0.001197113	0.000717298	0.000542914	0	0
ADAMTS14	0.000175035	0.001725167	0.003782018	0.003575746	0.00167966	0.000181632	0.000380486	0.002135256	0.001003518
ADAMTS17	0.00186593	0.002285864	0.003096425	0.004180883	0.004544703	0.00926876	0.006723198	0.002941545	0.001725237
ADAMTS2	0.087245066	0.029455394	0.013704415	0.006400194	0.00928299	0.00448182	0.026135763	0.044334618	0.023230346
ADAMTS3	0	0	0	0	0	0	0	0	0
ADAMTS4	0.002729459	0.003815944	0.001291962	0.005441741	0.000786931	0.0008723	0	0	0.000722264
ADAMTS5	0.003844775	0.000186615	0.001773196	0.000217358	0.000530238	0.000247514	0.002120134	0	0
ADAMTS6	0.000401998	0.011741132	0.002710284	0.006569236	0.003706207	0.004624071	0.001874417	0.003372513	0.004953036
ADAMTS7	0.000139848	0.000219133	0	0.000151416	0	0	0	0	0.000333355
ADAMTSL2	0.000195035	0.001401463	0.001332221	0.003925167	0.00398424	0.00306547	0.000554577	0	0
ADAMTSL4	0.113042164	0.084630474	0.107885149	0.092167292	0.041885969	0.025102526	0.055847228	0.155849434	0.15726698
ADAMTSL5	0	0	0	9.00E-05	0	0	0	0	0
ADAP1	0.079908211	0.066323048	0.034445031	0.042627889	0.039933717	0.046605805	0.055008918	0.057430629	0.043533688
ADAP2	0.133241349	0.667178389	0.38651182	0.695475974	0.59944218	0.606780078	0.329734517	0.327088371	0.282414125
ADAR	0.24207668	0.285978337	0.259454878	0.349721031	0.282832588	0.257528936	0.310930848	0.559062557	0.304066362
ADARB1	0.037944616	0.008820331	0.013948988	0.016295192	0.007564386	0.002279676	0.015958794	0.026824618	0.043711643
ADAT1	0.017748469	0.045174286	0.029122981	0.039396701	0.039858552	0.041680863	0.033987765	0.028788683	0.023136891
ADAT2	0.005250231	0.020490943	0.008661286	0.014369971	0.013300088	0.010410197	0.009094189	0.005850708	0.01115189
ADAT3	0.033221579	0.031808349	0.02315789	0.027369861	0.030921929	0.019768546	0.038802319	0.050954902	0.045503741
ADCK1	0.011677691	0.031422011	0.014365643	0.030850897	0.023370911	0.027014952	0.025211918	0.006495139	0.010944133
ADCK2	0.029602726	0.045286687	0.055726655	0.073986423	0.077150263	0.074454734	0.060177902	0.046033708	0.04935598
ADCK5	0.017843952	0.032371481	0.016565525	0.031145854	0.018200168	0.017192199	0.017930684	0.022328236	0.027018959
ADCY2	0.000345726	0.003317651	0.001517249	0.000392871	0.000754985	0.000397548	0	0	0.000237322
ADCY3	0.023960118	0.023600154	0.043970031	0.057258535	0.070476547	0.039157276	0.02846978	0.047985834	0.076332513
ADCY4	0.008985019	0.011267953	0.007228759	0.008117114	0.006010943	0.006279845	0.008964831	0.007186798	0.011492645
ADCY6	0.001239419	0.006250908	0.00221917	0.004654685	0.002298765	0.000772123	0.000932295	0.00155372	0.002674098
ADCY7	0.094546167	0.177880564	0.112737962	0.156245451	0.107885132	0.124103208	0.096836441	0.157414928	0.098544861
ADCY9	0.013380026	0.009226361	0.005713014	0.006745617	0.00377731	0.00469243	0.00897146	0.00286928	0.00617823
ADCYAP1	0.00011581	0.000340177	0	0.000176681	0.001331027	0.000907737	0.000971225	0	0
ADD1	0.131604964	0.186658611	0.128240552	0.171655049	0.171003226	0.160430829	0.134989611	0.154419635	0.126086892
ADD2	0.001085118	0.002194124	0.011756148	0.003913225	0.00883626	0.015645134	0.004418594	0.00360628	0.001330826
ADD3	0.208965066	0.111083467	0.070752264	0.067957993	0.086950116	0.097119912	0.107557291	0.098882107	0.178843282
ADGB	0.000348037	0.001401577	0.006024331	0.001989495	0.0030964	0.006840616	0.001164324	0.00078192	0
ADGRA2	0.005855582	0.002184895	0.002444092	0.002143394	0.001582192	0.001111965	0.008904556	0.001886986	0.002619123
ADGRA3	0.000156083	0.007504034	0.001249527	0.004053104	0.009066887	0.010931853	0.004787161	0	0
ADGRB1	0.002769712	0.000664158	0.001025479	0.000541674	0.000893047	0.000958112	0.001672733	0.001972052	0.001715855
ADGRB3	0.004603622	0.023415594	0.055003229	0.010485131	0.011358443	0.034067971	0.001466441	0.005548711	0.000594254
ADGRD1	0.008024969	0.002489755	0.008407812	0.004481864	0.008338405	0.00530591	0.014542268	0.002635089	0.007214885
ADGRE1	0.054795787	0.014886913	0.024764244	0.022301083	0.034570864	0.045532155	0.023691174	0.072443377	0.016889021
ADGRE2	0.604767718	0.252554955	0.336385333	0.254393872	0.285259293	0.370901404	0.309559118	0.556862833	0.356825363
ADGRE3	0.055587701	0.002242628	0.047369035	0.009322578	0.017893692	0.012688765	0.020794312	0.019679503	0.067416127
ADGRE5	0.752669286	0.456837063	0.535000489	0.315045847	0.265927454	0.224324161	0.229367011	0.90481392	0.526415343
ADGRF3	0.000505408	0.003599206	0.000873162	0.002577687	0.000886151	0.002960428	0	0	0.001337995
ADGRF5	0	0.00107592	0	0.00024639	0.000330495	0.000893533	0	0	0
ADGRG1	0.009072551	0.00894538	0.026504794	0.017676775	0.024203547	0.009578276	0.004199228	0.006410312	0.003835411
ADGRG3	0.041320743	0.00329668	0.012750393	0.001346639	0.000961235	0.000467271	0.00259137	0.013633934	0.031092726
ADGRG5	0.001294897	0.012747229	0.029215282	0.026586439	0.045367459	0.049317569	0.005700014	0.014782615	0.000751018
ADGRG6	0.001607009	0.153967641	0.022321627	0.069402246	0.052413518	0.081465729	0.011745528	0.011630721	0.00529963
ADGRL1	0.003987552	0.003346296	0.002163291	0.002873857	0.00171053	0.002430783	0.002144129	0.001654498	0.002325499
ADGRL2	0.000764101	0	0.000373523	0	0	0.000230189	0	0	0
ADGRV1	0.00013486	0.000736341	0.002783326	0.000163254	0.000412612	0.000708964	0	0	0
ADH1B	0	0.031085731	0	0.000848509	0	0.002294425	0.000415334	0	0
ADH5	0.078392164	0.163224232	0.131111708	0.215307619	0.205128385	0.149054291	0.127542114	0.135667825	0.153213855
ADHFE1	0.009239425	0.036973764	0.017628639	0.022479123	0.019435764	0.02102525	0.012961424	0.003413074	0.010281763
ADI1	0.200790901	0.217733385	0.18487563	0.262653393	0.252442004	0.223695782	0.229683722	0.241548172	0.266017314
ADIPOR1	0.460001842	0.544694603	0.496615177	0.557518659	0.586972436	0.57633117	0.476097093	0.427610093	0.649483526
ADIPOR2	0.147016583	0.125510654	0.120679103	0.105638378	0.111566232	0.127547649	0.13247488	0.1316909	0.16987139
ADIRF	0.00337799	0.026665701	0.002561262	0.010809514	0.026424717	0.02416751	0.01201839	0.001622721	0.00641691
ADK	0.126513534	0.120562388	0.123497503	0.129626381	0.156394957	0.137980852	0.128183811	0.124756324	0.146579515
ADM	0.400491189	0.416324124	0.352989684	0.311759989	0.211509712	0.303980571	0.139755248	0.351246536	0.685381374
ADM2	0	0.000818707	0	0.000235168	0.000275064	0.000293414	0	0.002015127	0.000555942
ADM5	0.000522158	0.001390903	0.001460645	0.000589401	0.001512842	0.001612671	0.001051181	0	0.001466362
ADNP	0.072605398	0.07101287	0.042893282	0.057270363	0.047631526	0.042734323	0.065715048	0.069631921	0.073533773
ADNP2	0.078888498	0.053159461	0.055582571	0.047579747	0.032437424	0.04621002	0.051456846	0.066352237	0.069792142
ADO	0.011149945	0.024450976	0.013675985	0.019581139	0.020172398	0.023136225	0.009877526	0.032707357	0.014473765
ADORA1	0.000176512	0.000807209	0.001475609	0.001825973	0.001403739	0.001106937	0.000528636	0.001429426	0.000769556
ADORA2A	0.07759596	0.008067338	0.087542865	0.009443698	0.005684517	0.009023013	0.0235349	0.096111022	0.056158227
ADORA2B	0.084960999	0.015708641	0.04187459	0.013699947	0.031525119	0.022288487	0.078485524	0.073387372	0.083085883
ADPGK	0.257950309	0.293631613	0.276797213	0.31890672	0.361394164	0.298853879	0.292575013	0.329594101	0.338534619
ADPRH	0.077219651	0.200361243	0.242240026	0.174151218	0.163252219	0.282264999	0.189387597	0.134229228	0.097591467
ADPRHL1	0.009662078	0.002270781	0.006514595	0.000726689	0.001393069	0.000967483	0.006512034	0.002504446	0.006597606
ADPRHL2	0.038362644	0.068969053	0.053886273	0.114467239	0.138616822	0.066225017	0.091156918	0.148733925	0.097566599
ADPRM	0.007262226	0.025662034	0.013743089	0.01922401	0.021648592	0.009526397	0.008932921	0.008171803	0.01676964
ADRA2A	0	0.000419188	0	0.000597672	0.000215667	0.000535523	0.000541181	0	0
ADRA2B	0.03527227	0.049299113	0.027544565	0.036273915	0.002853615	0.027389151	0.020097356	0.018621105	0.058405711
ADRB1	0.001137804	0.0153596	0.009990739	0.005256485	0.004057488	0.005376664	0.002037201	0.000984653	0.00070946
ADRB2	0.052955274	0.182535936	0.134512922	0.123744745	0.067960221	0.147272054	0.067969333	0.085124633	0.091438522
ADRB3	0.000325635	0.001410106	0.00328142	0.003823189	0.001023346	0	0.000722065	0.000879843	0.001008039
ADRM1	0.43169669	0.370135492	0.420445885	0.430703578	0.453913352	0.355308761	0.41642228	0.618744172	0.566249926
ADSL	0.136766677	0.154458349	0.114453569	0.160188539	0.196340526	0.136450001	0.18869833	0.230014122	0.16580668
ADTRP	0.004495578	0.006280394	0.015754054	0.012374334	0.002032062	0.005035443	0.002259158	0.00523925	0.021239483
AEBP1	0.000242394	0.004951016	0	0.001585999	0.000959445	0.000217559	0.000936308	0	0.000308435
AEBP2	0.052008561	0.063376432	0.03623492	0.040081695	0.047584449	0.052268233	0.054976414	0.056095518	0.040698882
AEN	0.053263547	0.051043641	0.08488758	0.040142103	0.059362206	0.079549712	0.05087976	0.068958294	0.034607256
AF064858.11	0.001982678	0.001742807	0.002863997	0.000721101	0	0.000493964	0	0	0.000409926
AF127936.5	0.000549741	0.017297757	0.001189022	0.018565954	0.012149792	0.013134698	0.001696589	0.001030582	0.002487082
AF131216.1	0.003357764	0.002793277	0.005842538	0.001557951	0.002323419	0.002190691	0.00082443	0.000879569	0.001920413
AF165138.7	0.008607738	0.001012157	0.014104383	0.001436515	0	0	0.001413785	0	0.009587135
AF213884.2	0.168694587	0.259741195	0.400802873	0.144128613	0.112120388	0.465311991	0.164761536	0.136002393	0.144263059
AF230666.2	0.004957586	0.002345349	0.003586528	0.001025847	0.001120535	0.001699678	0.00182075	0.001751433	0.003250841
AFAP1	0.002825961	0.003067253	0.000596401	0.005193332	0.003465845	0.000625224	0.000591223	0	0.002726082
AFAP1L1	0	0	0	0.000772037	0	0	0	0	0.000205756
AFAP1L2	0	0.000591934	0	0.000208179	0.000257653	0.000858422	0.000875267	0	0
AFF1	0.10793924	0.277331214	0.143045489	0.180557916	0.168386953	0.201012295	0.139089591	0.160720887	0.149131294
AFF2	0.000810225	0.000579942	0	0.000363699	0.00023107	0	0.000449774	0	0
AFF3	0.005890282	0.138155122	0.037266186	0.048666565	0.017265328	0.046384596	0.022408865	0.009060198	0.004269478
AFF4	0.483666797	0.686927667	0.501084491	0.498987518	0.545520095	0.686058267	0.574594049	0.513563315	0.512642009
AFG3L2	0.12371822	0.14776637	0.100149283	0.145729976	0.170060855	0.155071817	0.18345213	0.159561342	0.128471495
AFMID	0.075518703	0.077044233	0.062656697	0.079648238	0.076346464	0.080905227	0.10872218	0.074423453	0.128877365
AFTPH	0.15692338	0.135991665	0.136194957	0.126090765	0.12415299	0.113924268	0.094640374	0.163002367	0.146834514
AGA	0.055044433	0.071323397	0.067006368	0.089683447	0.10197551	0.095946441	0.084053366	0.077462259	0.062942774
AGAP1	0	0.00664987	0.002241552	0.004000702	0.000769828	0.002260133	0.001534648	0.0015651	0.001884195
AGAP14P	0.000155476	0.000468396	0.000202865	0.000597911	0.000485155	0.000885406	0.000723657	0	0
AGAP2	0.007386737	0.016820067	0.010361549	0.015009857	0.011234447	0.011318625	0.01299477	0.014142493	0.007928649
AGAP3	0.09872908	0.098479605	0.107191919	0.127569535	0.071551603	0.055050607	0.098234108	0.154862281	0.132784416
AGAP4	0.005217951	0.01323275	0.005182851	0.011378583	0.005555588	0.004067844	0.006662584	0.001988805	0.007363208
AGAP5	0.002549594	0.011967658	0.002408524	0.006604085	0.003851536	0.004250063	0.001614718	0.003526602	0.003740899
AGAP6	0.008743682	0.021144464	0.004678257	0.013635233	0.005016037	0.004804312	0.007797655	0.003567347	0.008792358
AGAP9	0.00244333	0.009866593	0.006580027	0.007523861	0.002884944	0.004883437	0.001359984	0	0.006670366
AGBL2	0.000473782	0.00112946	0.000197389	0.001243457	0.000301259	0.000777708	0.000480715	0	0
AGBL3	0.000873327	0.006139194	0.004876176	0.005669588	0.007808569	0.002891082	0.00169791	0.001494968	0.004385899
AGBL4	0	0.000499385	0.000992108	0.000684407	0.001655587	0.001482104	0	0	0
AGBL5	0.042044098	0.025536455	0.03379157	0.039148414	0.045126775	0.027331889	0.041740509	0.039383121	0.037087924
AGER	0.018923642	0.008203119	0.012491492	0.011774317	0.009554418	0.00633644	0.010148941	0.008802517	0.0165105
AGFG1	0.37051327	0.221881141	0.115224658	0.103493146	0.071504794	0.072765265	0.114787124	0.214430871	0.294473706
AGFG2	0.001828904	0.00698993	0.008717905	0.007693622	0.008744819	0.008775807	0.005969755	0.007531277	0.003079927
