	NK.c06.CD56brightCD16lo.CREM	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c02.CD56brightCD16lo.GZMH	NK.c13.CD56dimCD16hi.NR4A3	NK.c12.CD56dimCD16hi.DNAJB1	NK.c10.CD56dimCD16hi.NFKBIA	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c01.CD56brightCD16hi	NK.c09.CD56dimCD16hi.ZNF90	NK.c11.CD56dimCD16hi.MKI67
AC012485.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012499.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012506.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012506.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012613.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012668.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015688.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015849.2	0	0	0	0	0	0.00088199	0	0.001901141	0	0	0	0	0
AC015923.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015987.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016292.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016549.1	0.000927214	0.002932551	0	0	0	0.000176398	0	0	0	0	0	0	0
AC016577.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016582.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016644.1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC016700.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016730.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016735.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016909.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016910.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016999.2	0.001390821	0.005865103	0	0	0	0.001234786	0.00153787	0.001901141	0	0	0	0	0
AC017002.1	0.002781641	0	0	0	0	0.001234786	0.001922338	0	0	0	0	0	0
AC017002.2	0.004636069	0.008797654	0.015151515	0	0.044444444	0.001940377	0.005767013	0.003802281	0	0.004424779	0	0	0.023809524
AC017006.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC017028.10	0	0	0	0	0	0	0	0	0	0	0	0	0
AC017053.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC017060.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC017074.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC017081.1	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
AC017104.2	0	0	0	0	0	0.000352796	0.000384468	0	0	0	0	0	0
AC018359.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018462.2	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
AC018730.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018766.4	0.002318034	0.005865103	0.015151515	0	0	0.001234786	0.001153403	0	0	0	0	0	0
AC019117.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019117.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019181.2	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC019186.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019206.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC020595.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC020743.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC020743.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021106.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021224.1	0.000463607	0	0	0	0	0.000529194	0	0	0	0	0	0	0
AC022182.1	0.002318034	0.011730205	0	0	0	0.014993826	0.024221453	0.030418251	0.016949153	0.017699115	0.012987013	0.018867925	0
AC022182.3	0.031988873	0.026392962	0.045454545	0.071428571	0	0.029634856	0.193771626	0.041825095	0.025423729	0.039823009	0	0.018867925	0.047619048
AC023128.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023137.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023347.1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC023481.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023590.1	0	0	0	0	0	0.000176398	0	0.001901141	0	0	0	0	0
AC023669.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024028.1	0.000463607	0	0	0	0	0.00088199	0	0.003802281	0	0.008849558	0	0	0
AC024084.1	0	0	0	0	0	0.000176398	0.000768935	0.001901141	0	0	0	0	0
AC024560.2	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
AC025171.1	0.039406583	0.023460411	0.060606061	0.071428571	0.066666667	0.018874581	0.021145713	0.034220532	0.033898305	0.022123894	0.090909091	0	0.023809524
AC025918.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026167.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026202.3	0	0	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0
AC026471.6	0.000927214	0	0.015151515	0	0	0.000176398	0.000384468	0	0	0	0	0	0
AC026904.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027119.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027601.1	0.000927214	0.002932551	0	0	0	0.000352796	0.000768935	0.001901141	0	0	0	0	0
AC034243.1	0	0	0	0	0	0.000352796	0.000384468	0.001901141	0	0	0	0	0
AC053503.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC055764.1	0	0	0	0	0	0.000705592	0	0	0	0	0	0	0
AC058791.1	0.038942976	0.026392962	0	0	0.066666667	0.030516846	0.023068051	0.013307985	0	0.008849558	0.064935065	0	0.023809524
AC061961.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC061992.2	0.002318034	0	0	0	0.022222222	0.000529194	0.001153403	0.001901141	0	0	0	0	0.023809524
AC062020.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC062028.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC063976.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC064834.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC064871.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC067945.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC067956.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC067959.1	0.000463607	0.002932551	0	0	0	0.000176398	0.00153787	0	0	0	0	0	0
AC067961.1	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC067969.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068057.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068196.1	0	0	0	0	0	0	0.000768935	0	0	0	0	0	0
AC068491.2	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC068492.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068831.3	0.000463607	0	0	0	0	0.000529194	0.003844675	0	0	0	0	0	0
AC068831.6	0	0	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0.023809524
AC069063.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069155.1	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
AC069277.2	0.002781641	0	0	0	0	0.001411184	0.000768935	0	0	0	0	0	0
AC072062.1	0.001854427	0.002932551	0	0	0	0.000176398	0.000768935	0	0	0	0	0	0.023809524
AC073130.3	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
AC073133.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073133.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073254.1	0.009735744	0	0.015151515	0	0	0.008114306	0.007304883	0.009505703	0	0.017699115	0	0	0
AC073257.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073316.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073316.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073325.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073333.1	0	0	0	0	0	0	0.000768935	0	0	0	0	0	0
AC078842.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC078883.3	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
AC078942.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079135.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079466.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079584.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079610.2	0.000463607	0	0	0	0	0	0.000384468	0	0	0	0	0	0
AC079612.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079612.2	0.000927214	0	0	0	0	0.000352796	0	0	0	0	0	0	0
AC079776.1	0	0	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0
AC083843.1	0.002781641	0	0	0	0	0.001940377	0.002306805	0	0	0	0	0	0.023809524
AC083843.2	0	0	0	0	0	0.000352796	0.000384468	0.001901141	0	0	0	0	0
AC083864.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084809.2	0.001390821	0.005865103	0.015151515	0	0	0.000352796	0	0	0	0.004424779	0	0	0
AC090286.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090498.1	29.68428373	16.67741935	28.24242424	22.0952381	20.97777778	16.71017816	15.14302191	14.80608365	15.05084746	14.13716814	1.571428571	10.33962264	35.9047619
AC090616.2	0	0	0	0	0	0.000352796	0	0.001901141	0	0	0	0	0
AC090617.1	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
AC091132.1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC091153.4	0.000927214	0	0	0	0	0.000176398	0.000768935	0.001901141	0.008474576	0	0	0	0
AC092159.2	0.001390821	0.002932551	0	0	0	0.000352796	0.000768935	0	0	0	0	0	0
AC092159.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092162.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092171.2	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC092171.4	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC092198.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092316.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092484.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092535.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092580.3	0.004636069	0	0	0	0	0.001234786	0.000768935	0.001901141	0	0	0	0	0
AC092652.1	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC092718.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092881.1	0.000463607	0	0	0	0	0.000529194	0.000384468	0.001901141	0	0	0	0	0
AC093159.1	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC093326.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093382.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093390.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093627.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093690.1	0.005099675	0.002932551	0	0.023809524	0	0.002116775	0.002306805	0.003802281	0	0.008849558	0	0	0
AC093732.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093802.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093818.1	0.026425591	0.04398827	0.03030303	0	0.022222222	0.029811254	0.038446751	0.041825095	0.042372881	0.030973451	0.012987013	0	0.023809524
AC093911.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096649.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096669.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096772.6	0.003708855	0	0	0	0	0.002293173	0.001922338	0.003802281	0.008474576	0	0	0	0
AC097381.1	0	0	0	0	0	0	0.000384468	0.001901141	0	0	0	0	0
AC097467.2	0.000927214	0	0.015151515	0	0	0.000176398	0	0	0	0	0	0	0
AC097499.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097532.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC098820.2	0.000463607	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC098820.4	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC098828.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099342.1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC099552.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099552.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099684.1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC099850.1	0.005099675	0.002932551	0.015151515	0	0	0.004586347	0.006920415	0.007604563	0	0.004424779	0.012987013	0	0
AC103563.8	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC104024.1	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC104024.2	0	0.002932551	0.015151515	0	0	0.000352796	0.001922338	0	0	0	0	0	0
AC104088.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104532.2	0.004172462	0.002932551	0	0	0	0.00599753	0.005767013	0.001901141	0	0.026548673	0	0.018867925	0.023809524
AC104653.1	0.000463607	0.005865103	0	0	0	0.001587582	0.000768935	0.007604563	0	0.004424779	0	0	0
AC104695.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104794.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104809.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104984.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105052.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105339.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105393.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106053.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106706.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106786.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106801.1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC106900.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107057.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107079.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108051.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108066.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108142.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108463.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109486.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109829.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109829.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110615.1	0	0	0.015151515	0	0	0	0	0	0	0	0	0	0
AC110769.3	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC112721.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112721.2	0.003245248	0	0	0	0	0.000529194	0	0	0	0	0	0	0
AC113404.1	0.002781641	0	0.015151515	0	0	0.00599753	0.003460208	0	0	0.004424779	0	0	0
AC113608.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114730.2	0.000463607	0	0	0	0	0.00088199	0.000384468	0	0	0	0	0	0
AC114730.3	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC114752.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114763.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114808.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116035.1	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
AC118345.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC123023.1	0.000927214	0	0	0	0	0	0	0	0	0	0	0	0
AC124312.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124861.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124944.3	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC128709.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC128709.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC129492.1	0.004172462	0	0	0	0	0.005468337	0.006535948	0.009505703	0	0.004424779	0	0	0.023809524
AC129492.6	0.002781641	0	0.015151515	0	0	0.002293173	0.001153403	0.003802281	0	0.004424779	0	0	0
AC133528.2	0.000463607	0	0	0	0	0.000705592	0.000384468	0	0	0	0	0	0
AC133644.2	0.01622624	0.005865103	0	0.023809524	0	0.010760275	0.012687428	0.017110266	0	0.008849558	0.012987013	0	0.119047619
AC133785.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC135050.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138035.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138035.2	0	0	0	0	0	0.000705592	0.00153787	0.003802281	0	0.004424779	0	0	0
AC138969.4	0.010662958	0.011730205	0	0	0	0.012877051	0.00922722	0.019011407	0.025423729	0.008849558	0	0	0.047619048
AC139099.6	0.000927214	0	0	0	0	0	0	0	0	0	0	0	0
AC139887.4	0.000463607	0	0	0	0	0.000529194	0.001153403	0.001901141	0	0	0	0	0.023809524
AC140912.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC144450.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC144652.1	0.007881317	0.005865103	0	0	0.022222222	0.006703122	0.011149558	0.009505703	0	0.013274336	0.012987013	0.018867925	0
AC144831.1	0.019007881	0.005865103	0	0	0	0.020814959	0.006535948	0.001901141	0.008474576	0.008849558	0	0.037735849	0.023809524
AC144836.1	0.000463607	0	0	0	0	0.000176398	0	0	0	0	0	0	0
AC147651.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC147651.4	0.006026889	0.014662757	0	0	0.022222222	0.004939143	0.011918493	0.005703422	0.008474576	0.008849558	0	0	0
AC159540.1	0.012053778	0.029325513	0	0.047619048	0	0.010583877	0.007304883	0.011406844	0.016949153	0.013274336	0	0	0
AC159540.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC226118.1	0	0	0	0	0	0	0.000768935	0	0	0	0	0	0
AC234582.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC234582.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC241377.2	0.012980992	0.020527859	0.03030303	0	0	0.006526724	0.011149558	0.017110266	0.033898305	0	0	0	0
AC241585.2	0.150208623	0.143695015	0.106060606	0.142857143	0.111111111	0.117481037	0.169550173	0.161596958	0.127118644	0.128318584	0	0.150943396	0.285714286
AC245100.1	0.149745016	0.140762463	0.348484848	0.30952381	0.2	0.125066149	0.189926951	0.152091255	0.093220339	0.14159292	0.077922078	0.188679245	0.142857143
AC253572.1	0.034770515	0.020527859	0.060606061	0.047619048	0.022222222	0.017816193	0.018069973	0.02661597	0	0.017699115	0.051948052	0	0.047619048
ACAA1	0.258229022	0.208211144	0.257575758	0.476190476	0.333333333	0.244487564	0.255286428	0.294676806	0.245762712	0.327433628	0.103896104	0.132075472	0.5
ACAA2	0.474269819	0.316715543	0.242424242	0.404761905	0.422222222	0.376256835	0.476355248	0.619771863	0.305084746	0.579646018	0.116883117	0.132075472	1.714285714
ACACA	0.065832174	0.058651026	0	0.095238095	0.111111111	0.033162815	0.039215686	0.030418251	0.025423729	0.061946903	0.077922078	0	0.047619048
ACACB	0.006490496	0.005865103	0.015151515	0	0	0.003704357	0.004229143	0.003802281	0	0	0.025974026	0	0.023809524
ACAD10	0.015299026	0.041055718	0	0	0.022222222	0.012347857	0.012687428	0.017110266	0.016949153	0.030973451	0.012987013	0.037735849	0.071428571
ACAD11	0.014371813	0.023460411	0.03030303	0.023809524	0.044444444	0.013582642	0.013456363	0.009505703	0.016949153	0.030973451	0.051948052	0.018867925	0.047619048
ACAD8	0.055169217	0.070381232	0.015151515	0.071428571	0.155555556	0.061562886	0.055747789	0.072243346	0.06779661	0.07079646	0.077922078	0.037735849	0.119047619
ACAD9	0.05470561	0.020527859	0.106060606	0.095238095	0.133333333	0.03968954	0.040369089	0.051330798	0.050847458	0.030973451	0.090909091	0.018867925	0.380952381
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	0.142327306	0.120234604	0.075757576	0.142857143	0.066666667	0.094020109	0.143021915	0.152091255	0.144067797	0.159292035	0.051948052	0.056603774	0.428571429
ACADS	0.067222995	0.041055718	0.045454545	0.095238095	0.088888889	0.06121009	0.067281815	0.093155894	0.076271186	0.092920354	0.038961039	0.056603774	0.285714286
ACADSB	0.047751507	0.038123167	0.060606061	0.047619048	0	0.04568707	0.043444829	0.064638783	0.050847458	0.030973451	0.077922078	0.018867925	0.071428571
ACADVL	0.448307835	0.313782991	0.333333333	0.5	0.4	0.424942671	0.391387928	0.446768061	0.338983051	0.398230088	0.298701299	0.20754717	1.142857143
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	0.973574409	0.920821114	0.924242424	1.095238095	1	0.482624802	0.537485582	0.600760456	0.449152542	0.650442478	0.662337662	0.245283019	1.095238095
ACAP2	0.48446917	0.404692082	0.378787879	0.738095238	0.466666667	0.482624802	0.510572857	0.545627376	0.423728814	0.561946903	0.597402597	0.320754717	1.071428571
ACAP3	0.030134446	0.026392962	0.03030303	0.023809524	0.022222222	0.027518081	0.023836986	0.038022814	0.042372881	0.030973451	0.025974026	0	0.142857143
ACAT1	0.07232267	0.029325513	0.03030303	0.023809524	0.088888889	0.057329335	0.079969243	0.081749049	0.084745763	0.053097345	0.051948052	0.056603774	0.380952381
ACAT2	0.155771905	0.049853372	0.045454545	0.357142857	0.133333333	0.130534486	0.168012303	0.140684411	0.076271186	0.10619469	0.051948052	0.094339623	0.833333333
ACBD3	0.116365322	0.093841642	0.166666667	0.166666667	0.066666667	0.097548068	0.124567474	0.068441065	0.084745763	0.057522124	0.051948052	0.037735849	0.071428571
ACBD4	0.01483542	0.020527859	0.060606061	0.071428571	0.044444444	0.013053449	0.021145713	0.024714829	0.016949153	0.039823009	0.025974026	0.056603774	0.023809524
ACBD5	0.052851182	0.049853372	0.045454545	0.047619048	0.066666667	0.057682131	0.077662438	0.115969582	0.127118644	0.097345133	0.090909091	0.018867925	0.071428571
ACBD6	0.140936486	0.134897361	0.151515152	0.142857143	0.111111111	0.119068619	0.125336409	0.140684411	0.110169492	0.154867257	0.155844156	0.075471698	0.380952381
ACBD7	0.001390821	0	0	0	0	0.000176398	0	0	0	0	0	0	0
ACCS	0.024571164	0.032258065	0	0.047619048	0	0.025224907	0.033064206	0.045627376	0.059322034	0.066371681	0.051948052	0.018867925	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	0.204914233	0.096774194	0.106060606	0.142857143	0.155555556	0.155935791	0.159554018	0.146387833	0.101694915	0.132743363	0.038961039	0.094339623	0.619047619
ACE	0	0	0	0	0	0.000176398	0	0	0	0	0	0	0
ACE2	0.000463607	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0.004636069	0	0	0	0	0.001940377	0.006535948	0.001901141	0	0.004424779	0	0	0
ACER3	0.083449235	0.04398827	0.045454545	0.19047619	0.066666667	0.057858529	0.052672049	0.051330798	0.033898305	0.048672566	0.090909091	0.018867925	0.19047619
ACHE	0.010662958	0	0	0	0	0.002116775	0.006920415	0	0	0	0	0	0
ACIN1	0.359758924	0.281524927	0.242424242	0.285714286	0.288888889	0.295819368	0.262975779	0.296577947	0.288135593	0.278761062	0.285714286	0.150943396	0.476190476
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0.005563282	0.002932551	0	0	0.022222222	0.000529194	0.00153787	0.001901141	0	0	0	0	0
ACKR3	0.000927214	0	0	0.023809524	0	0.00088199	0.003460208	0.005703422	0	0.004424779	0	0	0
ACKR4	0	0	0	0	0	0.000352796	0.000768935	0	0	0	0	0	0
ACLY	0.16550765	0.076246334	0.075757576	0.19047619	0.2	0.165284883	0.14994233	0.152091255	0.06779661	0.181415929	0.051948052	0	0.404761905
ACMSD	0.001390821	0	0	0	0	0.000176398	0.000768935	0	0	0	0	0	0
ACO1	0.027352805	0.032258065	0	0.023809524	0	0.025577703	0.018838908	0.015209125	0.025423729	0.017699115	0.038961039	0.018867925	0.071428571
ACO2	0.242929995	0.123167155	0.181818182	0.30952381	0.111111111	0.217145881	0.200692042	0.186311787	0.177966102	0.230088496	0.064935065	0.132075472	0.571428571
ACOT1	0.002318034	0	0	0	0	0.001058388	0.000384468	0	0	0	0	0	0.023809524
ACOT11	0.004636069	0	0	0	0	0.001234786	0.001153403	0	0	0	0	0	0
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	0.063050533	0.06744868	0.03030303	0.071428571	0.044444444	0.04745105	0.072279892	0.05513308	0.110169492	0.084070796	0.012987013	0	0.214285714
ACOT2	0.1418637	0.070381232	0.060606061	0.047619048	0.088888889	0.129476098	0.124567474	0.1121673	0.06779661	0.110619469	0.012987013	0.056603774	0.238095238
ACOT4	0.057487251	0.041055718	0.03030303	0	0.044444444	0.035455989	0.054978854	0.043726236	0.076271186	0.048672566	0.025974026	0	0.095238095
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	0.124710246	0.038123167	0.090909091	0.214285714	0.088888889	0.065090845	0.068435217	0.049429658	0.059322034	0.048672566	0.012987013	0	1.142857143
ACOT8	0.095039407	0.073313783	0.151515152	0.119047619	0.088888889	0.100723232	0.115724721	0.121673004	0.110169492	0.168141593	0.012987013	0.037735849	0.380952381
ACOT9	0.091794159	0.08797654	0.090909091	0.047619048	0.066666667	0.054154172	0.073433295	0.096958175	0.059322034	0.075221239	0.051948052	0	0.380952381
ACOX1	0.075104312	0.04398827	0.090909091	0.166666667	0.022222222	0.060504498	0.069204152	0.072243346	0.06779661	0.07079646	0.038961039	0.018867925	0.047619048
ACOX2	0	0	0	0	0	0.000176398	0.000384468	0	0	0	0	0	0
ACOX3	0.033843301	0.049853372	0.015151515	0.071428571	0	0.030693244	0.029988466	0.039923954	0.008474576	0.022123894	0.012987013	0.018867925	0.047619048
ACOXL	0.00880853	0.014662757	0	0	0	0.000529194	0.001153403	0.001901141	0	0	0	0	0
ACP1	0.385257302	0.26686217	0.378787879	0.238095238	0.377777778	0.45175516	0.495194156	0.543726236	0.542372881	0.659292035	0.116883117	0.377358491	1.928571429
ACP2	0.049142327	0.046920821	0	0.142857143	0.044444444	0.027341683	0.030372933	0.058935361	0.06779661	0.07079646	0.064935065	0	0.023809524
ACP5	0.410292072	0.33431085	0.045454545	0.047619048	0.333333333	0.064738049	0.079584775	0.08365019	0.110169492	0.119469027	0.181818182	0.113207547	0.285714286
ACP6	0.022253129	0.064516129	0	0.023809524	0	0.014464632	0.013071895	0.034220532	0.016949153	0.013274336	0	0	0
ACP7	0.000463607	0	0	0	0	0.000352796	0.000384468	0	0	0	0	0	0
ACPP	0	0	0	0	0	0	0.000384468	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0.000927214	0.002932551	0	0	0	0.002116775	0.002306805	0.007604563	0	0	0	0	0
ACRV1	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG1	0.001390821	0.005865103	0	0	0	0.00088199	0.000768935	0	0	0	0	0	0
ACSBG2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF2	0.022253129	0.014662757	0	0.023809524	0	0.012347857	0.011534025	0.013307985	0	0.022123894	0	0	0.095238095
ACSF3	0.065368567	0.064516129	0.045454545	0.119047619	0	0.065796437	0.068819685	0.089353612	0.06779661	0.10619469	0.064935065	0.018867925	0.047619048
ACSL1	0.111265647	0.070381232	0.075757576	0.095238095	0.044444444	0.056094549	0.042291426	0.045627376	0.016949153	0.022123894	0.077922078	0.018867925	0.071428571
