	NK.c01.CD56brightCD16hi	NK.c02.CD56brightCD16lo.GZMH	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c06.CD56brightCD16lo.CREM	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c09.CD56dimCD16hi.ZNF90	NK.c10.CD56dimCD16hi.NFKBIA	NK.c11.CD56dimCD16hi.MKI67	NK.c12.CD56dimCD16hi.DNAJB1	NK.c13.CD56dimCD16hi.NR4A3
FBXO2	0	0.032391926	0	0.150214504	0	0.058171998	0.020786529	0.059198829	0	0.053185761	0	0.033655374	0.03863666
FBXO44	0.05181603	0.226880862	0.051884731	0.173119123	0.00813656	0.068230859	0.156828249	0.189712296	0.096293394	0.223551135	0.027703052	0.12340965	0.119545003
FBXO6	0.026269211	0.186223117	0.043573748	0.116981247	0.019066267	0.066411507	0.231776258	0.327921519	0.090923664	0.2371634	0.111911623	0.162044905	0.129357575
MAD2L2	0.106950891	0.202458515	0.119772084	0.198339848	0.101939147	0.181897773	0.281898027	0.266356629	0.240938916	0.273523332	0.742718531	0.206362834	0.197167882
DRAXIN	0.020141192	0	0	0.05051995	0.021102817	0.034984195	0.053259933	0.043643945	0.018105035	0.04401416	0.053344026	0.033430688	0.034943079
AGTRAP	0.245684146	0.308039751	0.110156998	0.30157483	0.05344156	0.247613391	0.703131889	0.687008205	0.368238274	0.582983125	0.316294116	0.502166968	0.413895466
C1orf167	0	0	0	0	0	0	0	0	0	0	0	0	0.000159761
RP11-56N19.5	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFR	0.174078388	0.021258653	0.03473293	0.034894878	0.026948315	0.026909711	0.088371278	0.065960002	0.068891795	0.062060363	0.001361247	0.038065279	0.03247688
CLCN6	0	0	0.053960415	0.035962868	0.014721675	0.014446659	0.066904801	0.056023421	0.036588163	0.024557143	0.024901057	0.030138392	0.021993135
NPPA-AS1	0	0	0	0	0.017553827	0	0	0	0	0	0	0.001438514	0.000326805
NPPA	0	0	0	0	0	0	0	0	0	0	0	0.000639451	0.000168135
NPPB	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA2013	0.047917498	0.058851274	0	0.035351715	0.011690381	0.027205109	0.04946289	0.064102281	0.106407504	0.031992113	0.070386657	0.030783449	0.034790231
PLOD1	0.072084426	0.005840828	0.033380893	0.048574539	0.021096723	0.033173234	0.237767202	0.180743556	0.097523418	0.171998796	0.082315724	0.131528165	0.134662767
MFN2	0.179778123	0.126915153	0.055623241	0.083807893	0.094503222	0.055571699	0.028815601	0.053527535	0.060146463	0.049520339	0.087103273	0.048183139	0.060951298
MIIP	0.054809707	0.112816243	0.166994588	0.100104429	0.114904524	0.060889506	0.130481499	0.139369268	0.018932665	0.098922908	0.066976651	0.07173587	0.059255269
TNFRSF8	0	0	0	0.005840753	0	0.001009589	0	0	0	0.003858284	0.002722493	0.000385715	0.000632457
TNFRSF1B	0.553134504	0.484017743	0.159717745	0.838261684	0.303359759	1.370901623	1.083294304	1.126302749	1.001058853	1.205671972	0.855976991	1.326356545	2.479990353
VPS13D	0.464290191	0.241285808	0.188027558	0.097084181	0.083403774	0.089641755	0.088506485	0.07938031	0.071204541	0.084240161	0.053709615	0.086748796	0.087003655
RP5-888M10.2	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS3	0.350190225	0.467995622	0.257245969	0.420489035	0.118278627	0.41872939	0.164006061	0.312076358	0.112663333	0.283901445	0.22370054	0.338058536	0.21373486
RP11-474O21.5	0	0	0	0.004649643	0	0.004007306	0	0	0	0.0012585	0	0.004955287	0.001586049
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf158	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-597A16.2	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM2	0.62150732	0.141317172	0.176355186	0.289102168	0.124736006	0.235667689	0.146503809	0.189788832	0.09385764	0.175080443	0.109319689	0.174417443	0.204988279
RP4-704D23.1	0	0	0	0	0	0	0	0	0	0	0	0	0
KAZN	0	0	0	0	0	0.001662594	0	0	0	0.000855487	0	0.001535926	0.004108937
TMEM51-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM51	0	0	0	0	0	0.002308177	0	0	0	0	0	0.000219593	0.000410325
C1orf195	0	0	0	0	0	0	0	0	0	0	0	0	0
FHAD1	0	0	0	0.003568004	0	0.004652596	0	0.006227063	0	0.004655187	0	0.01022951	0.001544255
RP3-467K16.2	0	0	0	0	0	0	0	0	0.014670732	0	0	0.001403277	0
RP3-467K16.7	0	0	0	0	0	9.17E-05	0	0	0	0	0	0	0.000226195
RP3-467K16.4	0	0	0	0	0	0.001560641	0.028790097	0.024413033	0.032479844	0.02057782	0.008270984	0.021555854	0.012050443
EFHD2	0.445528013	1.44618947	0.593298871	0.667202097	0.699044766	0.764393373	2.513594008	2.344093171	3.340053802	1.912059925	1.764659653	1.974137677	2.072015352
CTRC	0	0	0	0	0	0.000308049	0	0	0	0	0	0.001133303	0.000437467
CELA2A	0	0	0	0	0	0	0	0	0	0.004661357	0	0.001852277	0.000163432
CELA2B	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP9	0.252787025	0.03701836	0.020051269	0.111348656	0.026952166	0.087411598	0.051608969	0.040840659	0	0.039398394	0.022630795	0.050914494	0.068321168
DNAJC16	0.126696348	0.042897726	0.018114406	0.043376824	0.008993177	0.022519438	0.032769551	0.060285212	0.057508969	0.045367905	0	0.025113818	0.025972186
RP4-680D5.8	0	0	0	0	0	0	0	0	0	0	0	0	0
AGMAT	0	0	0.017288284	0.006951297	0	0.005205562	0	0	0	0.002900249	0.020404787	0.001893143	0.001462748
RP4-680D5.2	0	0	0	0	0	0.001152936	0	0	0	0	0	0	0
DDI2	0.142677263	0.02275392	0.077990295	0.145574818	0.040748465	0.058351841	0.061462151	0.079071515	0.079095075	0.027868733	0.01199619	0.038120052	0.044816184
RP4-680D5.9	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM2	0	0.065563921	0.065222366	0.019249159	0.05299313	0.015896356	0	0.030287231	0	0.007440161	0.014978098	0.018971201	0.017704537
RP11-288I21.1	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A34	0	0	0	0	0.009074484	0.000133434	0	0	0	0	0	0	0.000243521
RP11-169K16.4	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM82	0	0	0	0	0	0	0	0	0	0.004326769	0	0	0
FBLIM1	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCRHL	0	0.046417485	0	0.001946474	0	0.015852223	0	0	0	0	0	0.009139152	0.008453441
FLJ37453	0.100649734	0	0.100446306	0.109547827	0.026783278	0.035055574	0.095626176	0.048273422	0.034060372	0.057980078	0.048410826	0.059507933	0.030841651
SPEN	0.452743349	0.225392762	0.206946102	0.212616576	0.150897386	0.176324265	0.137595366	0.165958914	0.055695122	0.175627817	0.151819265	0.201851153	0.214868815
ZBTB17	0.152870345	0.077502249	0.068327636	0.05525239	0.021709789	0.05645525	0.037212925	0.083990006	0.034060372	0.066875946	0.024229314	0.057796341	0.060862529
C1orf64	0	0	0	0	0	0	0	0	0	0	0	0.000259791	0
RP11-5P18.5	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB7	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCNKA	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCNKB	0	0	0	0	0	0	0	0	0	0	0	0	0.000138288
FAM131C	0	0	0	0	0	0.000473914	0	0	0	0	0	0	0
EPHA2	0	0	0	0	0	0.000313381	0	0	0	0	0	0.000575621	0.000525256
RP11-276H7.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-276H7.3	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	0.084062215	0.047215036	0.01414798	0.044436078	0.009539605	0.024232826	0.056231583	0.03014445	0.013816436	0.045158116	0.021931156	0.028316544	0.02504544
RSG1	0	0	0	0.009193489	0.010153063	0.004410501	0.018415839	0.013160342	0	0.00945035	0	0.003933695	0.005623224
FBXO42	0.296889321	0.058787849	0.073707677	0.079069186	0.110379193	0.073510595	0.053071665	0.064599591	0.06395237	0.087714372	0.054581058	0.069669822	0.083613335
SZRD1	0.249101582	0.489548969	0.166984594	0.248003283	0.161485874	0.26892931	0.323033229	0.310677357	0.315940331	0.347127346	0.314586197	0.289626469	0.327229091
SPATA21	0	0	0	0	0	0.001499169	0	0	0.028291861	0.005788034	0	0.001079357	0.002075383
NECAP2	0.21526557	0.113966283	0.203396646	0.235630287	0.140564625	0.176265331	0.189579648	0.19737642	0.17716234	0.20559486	0.333420957	0.203124844	0.164332239
RP4-798A10.2	0	0	0	0	0	0.001741252	0	0	0	0	0	0	0.000166382
RP4-798A10.7	0	0	0.018192758	0.010730637	0	0.002650077	0.006571491	0.003379563	0	0.005163086	0	0.003036159	0.001491296
RP4-798A10.4	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-875O13.1	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	0.113955541	0.037150722	0.138477225	0.047390374	0.009074484	0.028710656	0.049177488	0.071438956	0.070392973	0.034026028	0.033686992	0.038560044	0.043173561
RP1-163M9.8	0	0	0	0	0	0	0	0	0	0	0	0.000713428	0.000327441
RP5-1182A14.7	0	0	0	0	0	0	0	0	0	0	0	0	0
CROCC	0.143626395	0.040370937	0.123399135	0.051458188	0	0.041837257	0.105765073	0.07837256	0.026543065	0.049664536	0.040074731	0.040377247	0.032865252
RP11-108M9.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-108M9.3	0	0	0	0	0	0.000227732	0	0	0	0	0	0.000330344	0
RP11-108M9.4	0	0.037011205	0.224817986	0.056675206	0.028295485	0.035662455	0.099338031	0.091269314	0.019611674	0.07700356	0	0.065262277	0.058903352
RP11-108M9.6	0	0.041593064	0.027558765	0.03076873	0	0.008131822	0	0.010473424	0	0.055206649	0.059561351	0.023715472	0.010139994
MFAP2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-37C10.3	0	0	0	0	0	0	0	0	0	0	0	0	0.000140094
ATP13A2	0.152424732	0.05449312	0.043012635	0.026498859	0.014669767	0.036307347	0.080999337	0.037963726	0	0.044567512	0.021230409	0.03684688	0.037653083
SDHB	0.25115165	0.27352154	0.092863246	0.177889522	0.166865758	0.205842617	0.216826875	0.26896361	0.099953796	0.23414423	0.257395777	0.217202083	0.206654873
PADI2	0	0	0	0	0	0.000268305	0	0	0	0	0	0.000357278	0.000288794
RP11-380J14.1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-380J14.4	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI3	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	0	0	0.00379736	0.019394208	0.003021266	0	0.007396979	0	0.00780684	0.004077932
PADI6	0	0	0	0	0.00813656	0	0	0	0	0.003198006	0	0.000970667	0.00197277
RP1-20B21.4	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	0.071197279	0.072904488	0.079481474	0.077954103	0.039067987	0.070494452	0.030865401	0.041978502	0	0.066532957	0.153715708	0.070033392	0.070364312
ARHGEF10L	0	0	0	0	0	0	0	0	0	0	0	0.000624718	0
RP11-473A10.2	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-422P22.1	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	0	0	0	0	0	0.000111187	0	0	0	0	0	0	0
PAX7	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-279N23.2	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	0	0.005840828	0	0.006622076	0	0.004456696	0.020040281	0.01182588	0	0.007543699	0.032739572	0.011261323	0.008418483
IFFO2	0.146494963	0.005840828	0	0.0946889	0.026983847	0.061788831	0.0280989	0.038822401	0.040517875	0.019314095	0.001361247	0.026644851	0.034940134
UBR4	0.509248085	0.079564868	0.161563568	0.334681194	0.188727806	0.195033777	0.178913296	0.165400153	0.206198808	0.172858522	0.051284727	0.167319504	0.187272786
RP1-43E13.2	0	0	0	0.004528501	0	0.015161306	0	0	0	0.011648526	0.021515164	0.024033221	0.010955659
EMC1	0.087516424	0.022101194	0.181001442	0.047203241	0.02004711	0.045479294	0.024313362	0.065474665	0.032676967	0.066890121	0.061966465	0.054122284	0.049570991
MRTO4	0.109661504	0.098246823	0.125022502	0.068728109	0.092250222	0.068169693	0.107774768	0.026879461	0.164243936	0.048612718	0.078615019	0.043883246	0.042817726
AKR7A3	0	0	0	0	0	0.001061491	0	0	0	0.001966713	0	0.000656293	0.001054104
AKR7A2	0.174719157	0.254540451	0.355866011	0.199262837	0.170485266	0.210253477	0.308037344	0.32919187	0.359821164	0.230882406	0.411841478	0.235629006	0.249581178
PQLC2	0.029556891	0.005840828	0	0.023590673	0.033778458	0.012653969	0.055139942	0.048856954	0	0.022313464	0.057476081	0.02392822	0.013316181
CAPZB	1.177545026	1.381814181	0.899049666	1.024981069	0.685393298	0.999880295	2.103213931	1.744032677	1.389347529	1.507197859	1.685618752	1.36465991	1.498795759
RP5-1056L3.1	0	0	0	0	0	0	0	0	0	0	0	0	0
MINOS1	0.176143562	0.672127802	0.625094344	0.359472578	0.267348025	0.366768742	0.631528037	0.492758864	0.66154088	0.445593045	0.587122339	0.359189906	0.407780814
MINOS1-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0
NBL1	0.043678814	0.030674513	0.017288284	0.058666895	0	0.169951272	0	0	0.016976489	0.002368278	0	0.009850175	0.008076338
HTR6	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO4	0	0.111014728	0.096194237	0.014642648	0.011707426	0.029150969	0.031918909	0.054414866	0.056767286	0.02700539	0.050634649	0.030451293	0.027795122
RNF186	0	0	0	0	0	0.000222373	0	0	0	0	0	0	0.000312739
RP11-91K11.2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD3	0.118402857	0	0.033545705	0.034298054	0.004118358	0.027446984	0.041061089	0.020037894	0	0.018874492	0.031563387	0.016701969	0.021854198
PLA2G2A	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G5	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	7.75E-05	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-340N1.2	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2C	0	0	0	0	0	0	0	0	0	0	0	0	0
UBXN10-AS1	0	0.021637127	0	0	0	0.001904387	0	0	0	0.002975167	0	0.002808287	0.003199141
UBXN10	0	0	0	0	0	0.004305902	0.013349474	0.004262409	0	0.001234057	0	0.002828084	0.00189319
VWA5B1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-745E8.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01141	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2N1	0	0.031964891	0	0.008393314	0	0.00934635	0	0.006687528	0	0.005571252	0	0.013309415	0.015008418
MUL1	0.135702203	0.089776219	0.157280449	0.08710808	0.052745256	0.055307742	0.100035389	0.063761192	0.053553224	0.073792702	0.047424001	0.069718546	0.072622487
FAM43B	0	0	0	0	0	0	0	0	0	0	0	0	0
CDA	0.042710755	0.217228363	0	0.00724705	0.019066267	0.049506141	0	0.006227063	0	0	0	0.006618753	0.000634705
PINK1	0.021643186	0.09205707	0	0.032054812	0.072144647	0.074777685	0.052177375	0.057793203	0.061615108	0.028818933	0.017640438	0.054336334	0.069996161
PINK1-AS	0	0	0	0	0	0.002760375	0	0	0	0	0	0.000345842	0.002725474
DDOST	0.488749782	0.664495099	0.706826473	0.326340865	0.501548785	0.431543667	0.660264798	0.780756153	0.454099647	0.632626411	0.842997216	0.592928799	0.677312315
KIF17	0	0	0	0	0	0	0	0	0	0	0	0.000141199	0
SH2D5	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-930J4.2	0	0	0	0	0	0	0	0	0	0	0	0	0
HP1BP3	1.417603161	0.794742769	0.742935704	0.775255807	0.539262306	0.536599071	0.604301134	0.733356973	0.565960041	0.582125293	1.344108033	0.521616315	0.553052502
EIF4G3	0.367576072	0.151571511	0.131263402	0.125164954	0.130674488	0.095852373	0.210048854	0.235768807	0.131748608	0.142708254	0.110020145	0.173613002	0.192464966
ECE1	0.030319529	0.130521889	0.013060157	0.105200906	0.061218046	0.137433201	0.066068418	0.077354567	0	0.042314494	0.086216733	0.055735427	0.051747121
RP3-329E20.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1071N3.1	0	0	0	0	0	0.002872464	0	0	0	0	0	0.001112859	0.000205586
NBPF3	0.060525004	0.062542484	0	0.027782113	0	0.010704075	0.052475745	0.057782978	0.098168392	0.038008643	0.014175227	0.023316699	0.023252772
ALPL	0	0	0	0	0	0.008656669	0	0	0	0	0	0	0.000112128
RP11-63N8.3	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	0	0	0	0	0	0	0	0	0	0	0	0.000408552	0.000235523
USP48	0.590940404	0.210100848	0.347652106	0.227655695	0.14542131	0.156888931	0.174460748	0.155977197	0.100312393	0.177330377	0.250412708	0.13738412	0.13842734
LDLRAD2	0	0	0.019826227	0	0	0.000664662	0	0.007927949	0	0.003838015	0	0.00199727	0.002555704
HSPG2	0	0	0	0	0	0	0	0	0	0	0	0	0.000133248
CELA3B	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-224A6.3	0	0	0	0	0	0	0	0	0	0.003110334	0	0.001286427	0.00072474
LINC00339	0.133793897	0.023313759	0.05047191	0.057095134	0.007860069	0.029208526	0.09882495	0.085620128	0.018932665	0.065806656	0.071614744	0.050639557	0.033172359
CDC42	1.218186402	1.325494952	1.616312573	1.002367117	1.281097876	1.124191928	1.579381735	1.596779613	1.425065175	1.671726395	1.17259079	1.238937569	1.407282373
RP1-224A6.9	0	0	0	0	0	0	0	0	0	0	0	0	0.000610057
WNT4	0	0	0	0	0	0	0	0	0	0	0	0	0.000190949
ZBTB40	0.333621054	0.021637127	0.056579548	0.111107009	0.023235769	0.044322459	0.042651052	0.070303259	0	0.06751468	0.033565586	0.046464303	0.051200732
EPHA8	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0.013361466	0.019066267	0.008845376	0	0	0.087681944	0.004584356	0	0.014855803	0.010731556
C1QC	0	0.041819073	0	0.029283763	0	0.008750162	0	0.00283694	0	0.006336329	0	0.015555861	0.010383455
C1QB	0	0	0	0.022313309	0.019066267	0.006198093	0.011461178	0.005092937	0.023230688	0.009909491	0.016538871	0.013051197	0.007960685
EPHB2	0	0	0	0	0	0	0	0	0	0.001265728	0	0	0
C1orf234	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM1A	0.096139819	0.048549737	0.054559158	0.100352383	0.079942557	0.065213486	0.054204621	0.059554834	0.040884383	0.066653697	0.061259128	0.065180008	0.054345141
RP1-184J9.2	0	0	0	0	0	0	0	0	0	0	0	0	0
LUZP1	0.247956453	0.162031958	0.262595627	0.142947837	0.135394114	0.193152268	0.093001763	0.121149805	0.059022909	0.076355182	0.115853478	0.129167791	0.130247541
HTR1D	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01355	0.07070911	0	0	0	0	0.00349621	0.045409844	0.005092937	0	0.002113465	0	0.001568547	0.000860473
HNRNPR	0.835649769	0.454538808	0.851588684	0.534915472	0.492405864	0.474555055	0.548986326	0.518810457	0.411238768	0.502850718	0.998960715	0.467419568	0.52436861
ZNF436	0	0.048549737	0.049266054	0.009374395	0.014737114	0.010642505	0.006810661	0.029385055	0.031136149	0.010837186	0.008505956	0.012290772	0.009348815
ZNF436-AS1	0.022629278	0	0.02632663	0	0	0.000650125	0	0	0	0	0	0.001831522	0.001036144
RP5-1057J7.7	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEA3	0	0	0.033545705	0	0	0.003212683	0	0.004586347	0	0.007516288	0	0.00259394	0.00178421
ASAP3	0	0	0	0	0	0	0	0	0	0	0	0.000161505	0
E2F2	0	0	0	0	0	0.001866719	0.008528653	0.001434963	0	0	0.19851229	0.002303297	0.001435455
RP1-150O5.3	0	0	0	0	0	0	0	0	0	0	0	0	0
ID3	0	0.14689761	0.193622778	0.236964216	0.029060535	0.487229905	0.0111285	0.010851955	0.013816436	0.028343608	0.154777831	0.057869464	0.012227558
MDS2	0	0	0	0	0	0.000404192	0	0	0	0.000855487	0	0	0
RPL11	3.640814909	11.39769678	15.3775625	9.729909366	17.04783814	10.83572771	11.35207939	9.649127754	13.91356642	9.735794441	8.258660492	9.133911152	10.04054586
TCEB3	0.041230735	0.016903312	0.128640592	0.049128682	0.128947686	0.085264595	0.075736176	0.128841888	0.023807505	0.08695663	0.059689261	0.068009951	0.097464286
TCEB3-AS1	0	0	0.050254156	0.035029381	0.016551047	0.012961931	0.03188134	0.026185445	0.016976489	0.020073763	0	0.014580188	0.012595528
PITHD1	0.165421491	0.40867952	0.086709551	0.345194619	0.139434479	0.421254523	0.201679654	0.340855189	0.143486578	0.368378931	0.558816242	0.345551824	0.398855981
LYPLA2	0.303454506	0.161400636	0.269376688	0.166343346	0.231025867	0.164312566	0.279885829	0.22369939	0.152585443	0.244333784	0.270605956	0.151785049	0.210801169
GALE	0.062877051	0.057179232	0.132816926	0.048631303	0.068573328	0.044554685	0.039475785	0.047802408	0.046944375	0.033648213	0.033055842	0.023631009	0.021058257
HMGCL	0.147032796	0.036128836	0.078356463	0.067166091	0.02078191	0.039775398	0.096539106	0.103712753	0.026563212	0.088719943	0.042302521	0.060206572	0.043677388
FUCA1	0.134783176	0.071612381	0.097342588	0.128510096	0.022407589	0.086495421	0.024721528	0.081300603	0.051838768	0.042771111	0.082174549	0.045019303	0.053679213
CNR2	0.034221627	0.069808067	0.034115814	0.027757634	0.032780782	0.011347523	0.004784357	0	0	0.004794703	0.011882933	0.001895822	0.001488283
PNRC2	0.493950839	0.565872392	0.453426032	0.524759027	0.391351312	0.527318611	0.430928564	0.517729396	0.813969191	0.550673632	0.510603827	0.542322416	0.57354077
SRSF10	1.144840069	0.722979444	0.6254839	0.871389026	0.621990249	0.711889841	0.524473324	0.6440398	0.842043074	0.604100324	1.191726054	0.553333226	0.621923223
MYOM3	0	0	0	0	0	0	0	0	0	0	0	0.000277373	0
IL22RA1	0	0	0	0	0	0	0	0	0	0.002635513	0	0.000134185	0.000147583
IFNLR1	0.036581421	0	0	0	0	0.000789391	0.014906596	0.003229301	0	0.006779914	0	0.003277457	0.004242599
RP11-10N16.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-10N16.3	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	0	0	0	0	0	0	0	0	0	0	0	0	0
STPG1	0.05408299	0	0	0.008180356	0.014737114	0.009711427	0.006444857	0	0	0.007522236	0.009792222	0.003735231	0.004731271
NIPAL3	0.418629389	0.135993344	0.16127781	0.114548688	0.081195088	0.106622944	0.080668474	0.074869377	0.083609215	0.083518172	0.102582585	0.086792989	0.117683304
RCAN3	0.178322827	0.120547235	0.231505419	0.263295204	0.088445414	0.202226168	0	0.005094518	0	0.008663742	0.02668937	0.007594909	0.015889865
RP4-594I10.3	0.023593405	0	0	0	0.037748391	0.009276499	0	0	0	0	0	0	0
NCMAP	0	0	0	0	0	0	0	0	0	0	0	0	0
SRRM1	0.791881401	0.649115991	0.701241246	0.734452916	0.915220282	0.935071132	0.703690818	0.770713365	0.803898721	0.786916883	0.871821646	0.621849618	0.890026797
CLIC4	0.033248952	0	0.033180256	0.003385883	0	0.007975103	0	0.003343764	0	0.003137731	0.024178988	0.016127321	0.004545285
RUNX3	0.824397049	0.762487842	0.287818394	0.737083924	0.570010908	0.881740799	0.585882591	0.694300766	0.57394014	0.54893192	0.503854563	0.674331372	0.821495781
RP11-84D1.1	0	0	0	0	0	0.002836793	0	0	0	0	0	0.000536186	0
RP11-84D1.2	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-799D16.1	0	0	0	0	0	0	0	0	0	0	0	0.000232668	0
RP4-706G24.1	0	0	0	0	0	0	0	0	0	0	0	0	0
SYF2	0.2331442	0.618205973	0.262151078	0.523214862	0.367894843	0.426800976	0.646009191	0.437019066	0.612266079	0.45584944	0.396569784	0.484363736	0.52747263
RSRP1	4.317881845	1.405235932	1.320014569	1.829845811	1.496780401	1.38407766	1.251115311	1.509309601	1.18048581	2.098478432	0.764058689	1.557202104	1.645399643
RP3-465N24.6	0	0	0	0	0	0	0.005288143	0.003435441	0	0	0	0.0001964	0.000529427
RHD	0.020328157	0	0	0	0	0	0	0	0	0.001534516	0	0	0
TMEM50A	0.695642994	0.92568347	0.428282721	0.81407613	0.687339738	0.78608102	0.993289864	0.843725782	1.045144581	0.881682091	0.951742919	0.773177444	1.024855377
RHCE	0	0	0	0.009172717	0	0.001113948	0	0.004936703	0	0	0	0.003169667	0.004214536
TMEM57	0.294683294	0.06050242	0.106764935	0.101912625	0.219930126	0.169793455	0.0659905	0.088752009	0.160059213	0.086478615	0.062445734	0.099057093	0.175489696
LDLRAP1	0.249570904	0.125674049	0.207222903	0.220732714	0.233161259	0.105829245	0.049966875	0.049314935	0.115263465	0.110141934	0.024075729	0.070721543	0.066293326
RP11-70P17.1	0	0	0	0	0	0	0	0	0	0	0	0.00029468	0
MAN1C1	0.033624753	0	0.026162868	0.010832443	0	0.005987267	0.009812113	0	0	0	0	0.001219132	0.001815413
RP1-187B23.1	0	0	0.022276379	0	0	0.000440306	0	0	0	0.001676405	0	0	0.000169661
SEPN1	0	0	0.08652706	0.002600106	0.016674703	0.00513623	0	0.023515075	0	0.003297156	0.007409265	0.005208579	0.007971928
RP1-317E23.6	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-317E23.3	0	0	0	0.010538434	0	0.003013163	0	0.006029804	0	0.004912613	0	0.002826287	0.002102671
MTFR1L	0	0.024055025	0.01414798	0.109856126	0.091586341	0.040511889	0.083105778	0.127623099	0	0.090560821	0.061443039	0.060640012	0.054330384
AUNIP	0	0	0	0	0	0.000741855	0	0	0	0	0.052986857	0.000995358	0.000609356
RP1-125I3.2	0	0	0.035224663	0.005293998	0.03429022	0.00263121	0	0.003412586	0	0.009322588	0	0.007072007	0.001511637
PAQR7	0	0	0	0.003364937	0.004118358	0.002452846	0	0	0	0	0	0.00272504	0.001180237
STMN1	0.063995437	0.310663444	0.053960415	0.248356737	0.109988283	0.656755611	0.239310131	0.276563693	0.287032161	0.191716875	11.87559605	0.623863527	0.44369692
PAFAH2	0.227226261	0.07414094	0.044458279	0.060884114	0.020447701	0.057132901	0.164274524	0.232401042	0.127770846	0.177674031	0.047485795	0.150864419	0.122743442
