	Fibroblast.c01.MYH11	Fibroblast.c02.ADAMDEC1	Fibroblast.c03.COL15A1	Fibroblast.c04.LRRC15	Fibroblast.c05.PI16	Fibroblast.c06.ADH1B	Fibroblast.c07.IL6	Fibroblast.c08.RGS5	Fibroblast.c09.CTNNB1	Fibroblast.c10.PRG4	Fibroblast.c11.HOPX	Fibroblast.c12.MSLN	Fibroblast.c13.HGF	Fibroblast.c14.HSPA6	Fibroblast.c15.SOX6	Fibroblast.c16.SFRP2	Fibroblast.c17.STMN1	Fibroblast.c18.HHIP	Fibroblast.c19.MMP1	Fibroblast.c20.CD74
AC018462.2	0.000508647	0	0	0	0.000206996	0	0	0.000161238	0	0	0	0	0	0.000791139	0	0	0	0	0	0
AC018628.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018648.1	0	0	0	0	0	0.025923016	0	0	0	0	0	0	0.014925373	0	0	0	0	0	0.000856164	0
AC018742.1	0	0	0	0	0	0	0	0	0	0	0	0	0.014925373	0	0	0	0	0	0	0
AC018832.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018866.1	0	0	0	0	0.001034982	0	0	0	0.002320186	0	0	0	0	0	0	0	0	0	0	0
AC018892.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019118.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019171.1	0.177009156	0	0.004171882	0.00550585	0.000827986	0.022780833	0	0.160432119	0.004640371	0	0.067639257	0	0.074626866	0.005537975	0	0.025404157	0.00862069	0	0.005136986	0.559322034
AC019186.1	0.003051882	0.001677852	0.000417188	0.00022941	0.000206996	0	0	0.000483715	0.002320186	0	0.00132626	0	0	0	0.001692047	0	0	0	0	0
AC020907.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC020928.2	0.001525941	0	0.000834376	0.001835283	0.000206996	0.000785546	0	0.003547243	0.002320186	0	0.0066313	0	0	0	0	0	0.005747126	0	0.001712329	0
AC022098.1	0.096134283	0	0.002920317	0.007111723	0.001655972	0.00392773	0.010204082	0.134311512	0.004640371	0	0.037135279	0	0.029850746	0.007911392	0	0.009237875	0	0	0.006849315	0.005649718
AC022182.1	0	0	0.000417188	0.000458821	0.000620989	0.000785546	0	0.000483715	0	0	0	0	0	0	0.003384095	0	0	0	0	0
AC022210.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022400.2	0.003560529	0	0	0	0	0	0	0.034666237	0	0	0	0	0	0	0	0	0.002873563	0	0	0
AC022497.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022532.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023137.2	0	0	0	0	0	0	0.010204082	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023347.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023469.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023481.1	0.001525941	0	0.000417188	0	0	0	0	0.005320864	0	0	0	0	0	0.000791139	0	0	0	0.012195122	0	0
AC024084.1	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC024132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024560.2	0	0	0	0	0.003311944	0.001571092	0	0.000161238	0	0	0	0	0	0.000791139	0	0	0	0	0	0
AC024940.1	0.00508647	0	0.000834376	0.001376462	0	0	0	0.005159626	0	0	0.00132626	0	0.208955224	0	0	0.006928406	0	0	0.001712329	0
AC025171.1	0.002543235	0.013422819	0.012932833	0.00022941	0.029186504	0.014139827	0.010204082	0.002096098	0.002320186	0	0.00265252	0	0	0.003164557	0.015228426	0.004618938	0	0	0.001712329	0.005649718
AC025171.5	0.054425229	0	0	0	0	0	0	0.00096743	0	0	0	0	0	0	0	0	0	0	0	0
AC025678.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026150.3	0.024923703	0	0	0	0	0.010997643	0	0.007094486	0	0	0	0	0	0	0	0.002309469	0	0	0	0
AC026202.3	0.007629705	0.003355705	0.001251564	0.000688231	0.005588905	0.003142184	0	0.009835537	0.004640371	0	0.00265252	0	0.23880597	0.000791139	0.003384095	0	0.028735632	0.024390244	0.001712329	0
AC026367.2	0.052390641	0	0	0	0	0	0	0.006288294	0	0	0.00132626	0	0.955223881	0	0	0.002309469	0	0	0	0
AC026401.3	0.098168871	0	0.002085941	0.001605873	0.000827986	0.038491752	0	0.124153499	0	0	0.045092838	0	0	0	0	0.002309469	0	0	0.003424658	0
AC026634.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027097.1	0.131230926	0	0.009178139	0.01078229	0.002483958	0.005498822	0	0.17752338	0.002320186	0	0.029177719	0	0.208955224	0.007911392	0	0.027713626	0.002873563	0	0.015410959	0.016949153
AC027119.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027309.1	1.45422177	0	0	0.005047029	0	0.006284368	0	1.03337633	0	0	0.135278515	0	0.656716418	0.000791139	0	0	0	0	0	0
AC034207.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC034243.1	0.000508647	0.001677852	0.001251564	0.00022941	0.001034982	0	0	0.001773621	0	0	0	0	0	0.000791139	0.00676819	0	0.002873563	0	0	0
AC036176.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC040162.3	0.514242116	0	0.001668753	0.000688231	0.000206996	0.054988217	0	0.29297001	0.004640371	0	0.096816976	0	0	0.000791139	0	0	0	0	0.001712329	0.18079096
AC044849.1	1.580366226	0	0.012515645	0.004817619	0	0.129615082	0	1.386165753	0	0	0.330238727	0	3.701492537	0.090189873	0	0	0.106321839	0	0.004280822	0.344632768
AC053527.1	0.03051882	0	0.015435962	0.001605873	0.000827986	0.002356638	0	0.080780393	0	0	0.0066313	0	0	0.003164557	0	0.002309469	0.005747126	0	0	0.011299435
AC062021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC062028.1	0	0	0	0	0	0	0	0.000322477	0	0	0	0	0	0	0	0	0	0	0	0
AC064805.1	0	0	0.029620359	0.00022941	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0.001712329	0
AC064874.1	0.079348932	0	0	0	0	0	0	0.013866495	0	0	0	0	0	0	0	0	0	0	0	0
AC067852.2	0.350966429	0	0.020859408	0.023629273	0.007244877	0.010212097	0.010204082	0.339567881	0.006960557	0.5	0.074270557	0	0.059701493	0.035601266	0	0.048498845	0.011494253	0	0.014554795	0.214689266
AC067852.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC067956.1	0.000508647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC067959.1	0	0	0	0	0.000413993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC067968.1	0.317395727	0	0	0	0	0	0	0.221863915	0	0	0.095490716	0	0	0	0	0	0	0	0	0.344632768
AC068138.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068196.1	0	0	0	0	0	0	0	0.007578201	0	0	0	0	0	0	0	0	0	0	0	0
AC068286.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068473.5	0.341810783	0	0.006257822	0.004129387	0.001655972	0.260015711	0	0.46855853	0	0	0.01061008	0	1.865671642	0.007120253	0	0.009237875	0.011494253	0	0.001712329	0.005649718
AC068491.2	0.001017294	0	0	0.00022941	0	0	0	0.014511448	0	0	0	0	0	0	0	0.002309469	0	0	0	0
AC068492.1	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC068580.4	5.213123093	0	0.078431373	0.025923377	0.000620989	0.593087196	0	6.2786198	0.002320186	0	2.831564987	0	28.82089552	0.323575949	0	0.290993072	0.005747126	0	0.003424658	3.005649718
AC068792.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069155.1	0	0	0	0.000458821	0	0	0	0.004998388	0	0	0.00132626	0	0	0	0	0	0	0	0	0
AC069277.2	0	0	0	0	0.000206996	0	0	0	0	0	0	0	0	0	0.00676819	0	0	0	0.000856164	0
AC069503.2	2.360630722	0	0.010846892	0.01078229	0	0.146897093	0	2.075137053	0	0	0.368700265	0	2.686567164	0.115506329	0	0	0.275862069	0	0.000856164	0.514124294
AC072062.1	0	0.001677852	0.001251564	0	0.000620989	0.001571092	0	0.000483715	0	0	0	0	0	0.000791139	0.001692047	0.002309469	0	0.012195122	0	0
AC073130.3	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC073254.1	0.33214649	0.001677852	0.012098456	0.003670567	0.010970813	0.009426551	0.010204082	0.175749758	0	0	0.018567639	0	1.268656716	0.004746835	0.013536379	0.009237875	0.261494253	0	0.000856164	0
AC073257.1	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC073257.2	0	0	0	0	0	0	0	0.000644953	0	0	0	0	0	0	0	0	0	0	0	0
AC073316.1	0.003560529	0.011744966	0.017939091	0.000458821	0.035810391	0.006284368	0.020408163	0	0.002320186	0	0	0	0	0.005537975	0.042301184	0.006928406	0	0	0.008561644	0
AC073316.2	0	0	0	0	0.000413993	0.000785546	0	0	0	0	0	0	0	0	0.001692047	0	0	0	0	0
AC073342.1	0.000508647	0	0	0	0	0	0	0.002257336	0	0	0	0	0	0	0	0	0	0	0	0
AC073343.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073389.1	0.162258393	0	0.001668753	0.002294104	0.000413993	0.000785546	0	0.21186714	0.002320186	0	0.047745358	0	0	0.000791139	0	0.002309469	0.005747126	0	0.000856164	0
AC073987.1	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC074138.1	0.007629705	0	0.000417188	0	0	0	0	0.000161238	0	0	0	0	0.014925373	0	0	0	0	0	0	0
AC078795.1	0.743133266	0	0.004171882	0.001835283	0.000620989	0	0	0.285875524	0	0.5	0.24005305	0	4.52238806	0.003164557	0	0.009237875	0.146551724	0	0.002568493	0.005649718
AC078883.3	0.004069176	0.001677852	0	0	0	0	0	0.000644953	0	0	0	0	0.014925373	0	0.001692047	0	0	0	0.000856164	0
AC079135.1	0.001017294	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003384095	0	0	0	0	0
AC079341.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079354.1	0.009155646	0	0	0.000688231	0.000620989	0	0	0.007739439	0	0	0	0	0	0	0	0.004618938	0	0	0.000856164	0
AC079354.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079447.1	0.526958291	0	0.008343763	0.002982335	0	0.012568735	0	0.390196711	0	0	0.071618037	0	1.28358209	0.002373418	0	0.002309469	0.227011494	0	0.000856164	0.265536723
AC079602.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079612.1	0	0	0.002085941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079776.1	0	0	0	0	0.000827986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC080188.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083843.2	0.094099695	0.001677852	0.001251564	0.00022941	0.000620989	0	0	0.010964205	0	0	0.00132626	0	0	0.000791139	0.003384095	0.002309469	0	0	0	0
AC083843.3	0.529501526	0	0.001251564	0.001835283	0.000206996	0	0	0.167204128	0.004640371	0	0.00132626	0	6.014925373	0.003955696	0	0	0.002873563	0	0.002568493	0
AC083864.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083964.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084809.2	0.000508647	0.001677852	0	0	0.000413993	0.000785546	0	0	0	0	0	0	0	0.000791139	0	0	0	0	0	0
AC084855.2	0.054933876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087222.1	0.007629705	0	0	0.002064694	0	0	0	0.019187359	0	0	0	0	0	0	0	0	0	0	0	0
AC087477.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087482.1	0.046795524	0	0.000834376	0	0	0.000785546	0	0.000483715	0	0	0.00265252	0	0	0	0	0	0	0	0	0
AC087645.2	0.060020346	0	0	0	0.000620989	0.000785546	0	0.074653338	0	0	0.00132626	0	0	0	0	0	0	0	0.000856164	0
AC087683.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090559.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090602.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090826.1	0	0	0	0.00022941	0	0	0	0.000161238	0	0	0	0	0	0	0	0.004618938	0	0	0	0
AC090912.2	0	0	0	0.000458821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090948.1	0.036113937	0	0	0	0.000206996	0	0	0.018864882	0	0	0	0	0	0	0	0	0	0	0	0
AC091492.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092068.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092073.1	2.821464903	0	0.017521902	0.009635237	0	0.120974077	0	2.517413738	0	0	0.432360743	0	2.671641791	0.053006329	0	0.138568129	0.097701149	0	0	0.598870056
AC092111.2	0	0	0	0	0.000206996	0	0	0.004192196	0	0	0	0	0	0	0	0	0	0	0	0
AC092159.2	0.259409969	0	0.002920317	0.000688231	0	0.001571092	0	0.133021606	0	0	0.055702918	0	1.582089552	0.009493671	0	0	0.109195402	0	0	0.033898305
AC092162.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092171.4	0.023906409	0	0.000834376	0.003211746	0	0.004713276	0	0.011609158	0	0	0.00397878	0	0	0	0	0.002309469	0	0	0	0
AC092184.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092198.1	0	0	0	0	0	0	0	0.000483715	0	0	0	0	0	0.000791139	0	0	0	0	0	0
AC092484.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092535.3	0	0.001677852	0.000417188	0.000917642	0	0	0	0.02289584	0	0	0	0	0	0	0.001692047	0	0	0	0	0
AC092580.3	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC092652.1	0	0.001677852	0	0	0	0	0	0.122379877	0	0	0.053050398	0	0	0	0	0	0	0	0	0.457627119
AC092683.1	0.012716175	0	0.003337505	0.005964671	0.001241979	0.002356638	0	0.01144792	0.002320186	0	0.0066313	0	0.014925373	0.005537975	0	0.009237875	0	0	0.003424658	0.016949153
AC092687.3	0.024923703	0	0.000834376	0	0.000206996	0	0	0.009674299	0	0	0.00132626	0	0	0	0	0	0.002873563	0	0	0
AC092718.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092757.3	0	0	0	0	0	0	0	0.023379555	0	0	0	0	0	0	0	0	0	0	0	0
AC092821.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092821.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092881.1	0	0	0	0	0.000206996	0	0	0	0	0	0	0	0	0	0.001692047	0	0	0	0	0
AC092964.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093010.2	0.000508647	0	0	0.000458821	0	0	0	0.000161238	0	0	0	0	0	0.000791139	0	0	0	0	0	0
AC093157.1	0.145981689	0	0.024196913	0.029364533	0.004553923	0.019638649	0	0.212028378	0.006960557	0	0.070291777	0.051282051	0.134328358	0.01028481	0	0.034642032	0.014367816	0	0.017979452	0.028248588
AC093159.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093274.1	0	0	0	0.000458821	0.000206996	0	0	0.000161238	0	0	0	0	0	0	0	0.002309469	0	0	0	0
AC093297.2	0.307222787	0	0.009595327	0.002982335	0.000827986	0.004713276	0	0.102708804	0.002320186	0	0.0066313	0	0.029850746	0.002373418	0	0.016166282	0	0	0.005136986	0
AC093323.1	0.415564598	0.001677852	0.026282854	0.155540262	0.012419789	0.022780833	0.030612245	0.442599162	0.044083527	1.5	0.205570292	0	2.029850746	0.087816456	0	0.168591224	0.031609195	0.024390244	0.101883562	0.084745763
AC093382.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093390.1	0.371820956	0	0	0	0	0	0	0.000322477	0	0	0	0	0	0	0	0	0	0	0	0
AC093627.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093677.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093690.1	0.07121058	0.006711409	0.002503129	0.001376462	0.002690954	0	0	0.125604644	0.002320186	0	0.00928382	0	0	0	0.003384095	0.006928406	0	0	0.005136986	0.04519774
AC093702.1	0.000508647	0.001677852	0.001251564	0.000458821	0.001448975	0	0	0.035956143	0	0	0	0	0	0.000791139	0	0	0	0	0	0
AC093732.1	0.011190234	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC093752.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093752.3	0.011190234	0	0	0	0	0	0	0.000644953	0	0	0	0	0	0	0	0	0	0	0	0
AC096559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096677.1	0.031536114	0	0.002085941	0.003211746	0.000206996	0.001571092	0	0.003708481	0	0	0.00530504	0	0.044776119	0.000791139	0	0.004618938	0	0	0.000856164	0
AC097375.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097467.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097504.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097532.2	0.005595117	0	0	0.00022941	0	0	0	0.00193486	0	0	0	0	0	0.000791139	0	0	0	0	0.000856164	0
AC098820.2	0.023397762	0	0.001668753	0	0.000206996	0.001571092	0	0.015962593	0	0	0.018567639	0	0.029850746	0	0	0	0	0	0	0
AC098828.2	0	0	0.000417188	0.001376462	0.000206996	0	0	0.00096743	0	0	0	0	0	0.000791139	0	0	0.002873563	0	0.000856164	0
AC099342.1	0	0	0	0	0.000206996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099552.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099568.2	0	0	0	0.00022941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099684.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099684.2	0	0	0	0	0	0	0	0.000322477	0	0	0	0	0	0	0	0	0	0	0	0
AC099689.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099778.1	0.2965412	0	0.003337505	0.004588208	0.000620989	0.002356638	0	0.336504353	0.002320186	0	0.120689655	0	0.014925373	0.006329114	0	0.020785219	0.002873563	0	0.005136986	0.005649718
AC103769.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103810.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104596.1	0.007629705	0	0.005423446	0.003441156	0.001448975	0.003142184	0	0.007739439	0.009280742	0	0.00795756	0.051282051	0.029850746	0.006329114	0	0.027713626	0	0	0.002568493	0.005649718
AC104623.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104653.1	0.002543235	0	0	0.000458821	0.000413993	0	0	0.000322477	0	0	0	0	0	0	0	0	0	0	0	0
AC104695.3	0.004069176	0	0.002503129	0.001835283	0	0.000785546	0	0.019509836	0	0	0.00530504	0	0	0.003164557	0	0.013856813	0	0	0	0
AC104777.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.146892655
AC104794.4	0.038657172	0	0.000417188	0.00022941	0	0.000785546	0	0.085617543	0	0	0.00530504	0	0.626865672	0	0	0	0	0	0	0.04519774
AC104809.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104984.3	0.031536114	0	0	0	0	0	0	0.001612383	0	0	0	0	0.014925373	0	0	0	0	0	0	0
AC105053.1	0.001017294	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC106707.1	0.170396745	0	0.001251564	0.000917642	0.000206996	0.001571092	0	0.063044179	0	0	0.026525199	0	0.059701493	0.003164557	0	0.006928406	0	0	0.000856164	0
AC106712.1	0	0	0	0	0	0.012568735	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC106782.2	0.042726348	0	0.000834376	0.003211746	0.000413993	0.001571092	0	0.023702032	0.002320186	0	0.00397878	0	0	0.001582278	0	0	0.002873563	0	0.004280822	0
AC106801.1	0.068158698	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC106872.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107079.1	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC107982.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC108142.1	0	0.001677852	0	0.000917642	0.002897951	0	0.020408163	0	0	0	0.00265252	0.051282051	0	0.001582278	0	0	0	0	0.000856164	0
AC109347.1	0.001017294	0	0.000417188	0.000688231	0	0.000785546	0	0.037729765	0	0	0	0.025641026	0	0.001582278	0	0	0.002873563	0	0.000856164	0.005649718
AC109454.2	0.041200407	0	0.000417188	0.001376462	0	0	0	0.094001935	0	0	0.00132626	0	0	0.001582278	0	0.002309469	0.002873563	0	0	0
AC110749.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110769.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC111200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112721.2	0.001017294	0	0	0.023399862	0.000206996	0	0	0.005320864	0.011600928	0	0.070291777	0	0	0.013449367	0	0.002309469	0.014367816	0	0.023116438	0
AC113189.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113608.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114730.2	0.008138352	0.005033557	0.001251564	0	0.002069965	0.00392773	0	0.019348597	0	0	0	0	0	0.000791139	0.003384095	0	0	0	0	0
AC114730.3	0.063072228	0	0	0	0	0	0	0.040470816	0	0	0	0	2.208955224	0	0	0.002309469	0	0	0	0
AC114763.1	0.100203459	0	0.007092199	0.002523515	0.002897951	0.014139827	0	0.086746211	0	0	0.076923077	0	0.402985075	0.003164557	0	0.013856813	0.002873563	0	0.008561644	0
AC115223.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC115618.1	0.467955239	0	0.003754693	0.006423492	0.000620989	0.038491752	0	0.430990003	0	0	0.136604775	0	2.044776119	0.019778481	0	0.006928406	0.212643678	0	0.002568493	0.242937853
AC116035.1	0	0	0.000417188	0	0.005588905	0.000785546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116609.1	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC116609.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116609.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117382.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117395.1	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC118345.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC119673.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121757.1	0	0	0	0	0	0	0	0.000161238	0	0	0	0	0	0	0	0	0	0	0	0
AC124916.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC126118.1	0.003560529	0	0	0.00022941	0	0	0	0.031118994	0	0	0	0	0.164179104	0	0	0	0	0	0	0
AC126614.1	0.001017294	0	0	0.00022941	0	0	0	0.000483715	0	0	0.00132626	0	0	0	0	0.002309469	0	0	0	0
AC127024.5	0.13224822	0	0.003337505	0.00022941	0.000206996	0	0	0.082715253	0	0	0	0	0.253731343	0.000791139	0	0	0	0	0.000856164	0
AC127024.6	0.098677518	0	0.005006258	0.000458821	0	0	0	0.077878104	0	0	0	0	0.179104478	0.000791139	0	0	0	0	0.000856164	0
AC127496.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC130456.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC131009.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132872.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC133550.2	0.019837233	0	0.002085941	0.001376462	0.000413993	0.000785546	0	0.008706869	0	0	0.0066313	0	0	0.001582278	0	0.002309469	0	0	0.001712329	0
AC133644.2	0.01525941	0.02852349	0.002503129	0.01078229	0.029807493	0.003142184	0.040816327	0.087552402	0.002320186	0	0.0066313	0	0	0.003955696	0.126903553	0.006928406	0.022988506	0.06097561	0.028253425	0
AC133785.1	0	0	0	0.00022941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138035.1	0.010681587	0	0.000834376	0.000917642	0	0.015710919	0	0.008868107	0	0	0	0	0.149253731	0	0	0.002309469	0	0	0	0.02259887
AC138207.2	0.008138352	0	0.000834376	0.002064694	0	0.001571092	0	0.01241535	0	0	0.00265252	0	0.014925373	0.003164557	0	0.009237875	0.002873563	0	0	0
AC138393.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC138647.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139887.4	0.240590031	0	0.000417188	0.001605873	0.001241979	0.042419482	0	0.082554015	0.004640371	0	0.00795756	0	0.343283582	0.002373418	0	0.004618938	0	0	0.000856164	0
AC140479.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC159540.1	0.004577823	0.041946309	0.010846892	0.002064694	0.01117781	0.007069914	0	0.004030958	0.004640371	0	0.00132626	0	0	0.006329114	0.047377327	0.004618938	0.002873563	0.06097561	0.003424658	0.016949153
AC159540.2	0.002034588	0	0	0	0	0.000785546	0	0.00096743	0	0	0	0	0	0	0	0.002309469	0	0	0	0
AC246785.3	0.000508647	0	0	0.00022941	0	0	0	0.000322477	0	0	0	0	0	0	0	0	0	0	0	0
