	Macro.c01.C1QC	Macro.c02.FN1	Macro.c03.GPNMB	Macro.c04.IL1B	Macro.c05.INHBA	Macro.c06.ISG15	Macro.c07.LYVE1	Macro.c08.NLRP3	Macro.c09.SPP1
ZBTB40	0.032057583	0.022854945	0.022054464	0.025714696	0.015789173	0.024743859	0.044494248	0.022135313	0.029001131
C1QA	3.210354124	0.935182538	2.935178368	2.908258027	1.269675874	0.972118953	3.242058219	0.168047458	1.129303484
C1QC	3.407827434	0.926088747	3.247881785	3.034938986	1.289310843	0.928010666	3.217145115	0.105779128	1.245814445
C1QB	3.193175228	0.669731473	3.003352136	2.764315693	1.008411406	0.970655311	2.971669252	0.106050783	1.036960768
EPHB2	0.075305885	0.015511699	0.057096177	0.056091522	0.022219213	0.03116857	0.046759025	0.016954579	0.030242969
KDM1A	0.057154133	0.076988298	0.076414799	0.083051298	0.057083631	0.066603384	0.068096885	0.065664974	0.054129702
LUZP1	0.098908361	0.088843238	0.091122902	0.116623075	0.140503375	0.087664949	0.149468695	0.105890711	0.086914266
LINC01355	0.003485834	0.001656557	0.001808249	0.002711286	0.001868022	0.006317109	0.001546294	0.003329247	0.002465672
HNRNPR	0.292827088	0.318191775	0.322189315	0.322177696	0.273984921	0.382438016	0.319269187	0.241461632	0.270001944
ZNF436	0.010711206	0.005006163	0.006166058	0.003868812	0.005068654	0.008570367	0.011504958	0.003830861	0.008171971
ZNF436.AS1	0.005446204	0.003315552	0.002663914	0.004700285	0.001806284	0	0.004471682	0.000709511	0.003208974
TCEA3	0.003416981	0.001096261	0.003359467	0.003839801	0.00315107	0.004182953	0.004946007	0.002583691	0.000943759
E2F2	0.000931475	0.000574184	0.00057308	0	0	0	0	0.001035198	0
ID3	0.37368629	0.286038165	0.316420866	0.235264938	0.28597127	0.186656653	0.287177227	0.073509223	0.312985636
RPL11	3.062222301	3.438550289	3.102187432	3.250764267	3.202823613	2.925555923	3.136207172	3.524531945	3.018860697
TCEB3	0.084925659	0.082037142	0.102636403	0.076666896	0.057101362	0.087187269	0.099094546	0.060280967	0.086191454
TCEB3.AS1	0.011983563	0.009375556	0.016730084	0.019072207	0.014656742	0.006413429	0.012421769	0.005602375	0.009018053
PITHD1	0.186807396	0.141072183	0.187277508	0.198986505	0.156840378	0.119817217	0.184128707	0.096658175	0.192296326
LYPLA2	0.131631727	0.102998674	0.130860305	0.076855959	0.092606873	0.164254209	0.098223041	0.0976145	0.143556464
GALE	0.062605283	0.032912558	0.051405603	0.025626369	0.04891177	0.054798751	0.028927838	0.030586963	0.063688944
HMGCL	0.100817483	0.054451866	0.088298779	0.066284339	0.048202662	0.063407259	0.085033899	0.022011451	0.078702709
FUCA1	0.371220247	0.117707334	0.234086488	0.164952931	0.052101511	0.056212043	0.304398416	0.048202668	0.160508971
PNRC2	0.426465938	0.499612851	0.381718605	0.567631329	0.621912652	0.519008317	0.487424073	0.564662826	0.642476824
SRSF10	0.350821484	0.397530653	0.369785554	0.387924351	0.401797186	0.420264855	0.374530419	0.351131084	0.380530648
IFNLR1	0.027456946	0.044228024	0.051487636	0.058430005	0.093197716	0.010467929	0.002944759	0.002245407	0.016816764
STPG1	0.008465296	0.004403978	0.008778837	0.008544936	0.008328572	0.001928948	0.006263085	0.001907907	0.004793766
NIPAL3	0.022943805	0.028626684	0.028676025	0.02857088	0.025844503	0.016366766	0.013488699	0.009027808	0.013353293
RCAN3	0.054334127	0.05815314	0.069616545	0.061262386	0.076581472	0.046750166	0.036914933	0.029742889	0.03460447
RP4.594I10.3	0.000352539	0.000750896	0.000998986	0.000554985	0.002888519	0	0.000764821	0.001365862	0.000319981
NCMAP	0.000969972	0.000959961	0.000812652	0.005571204	0.00586456	0	0.000490441	0	0
SRRM1	0.568139629	0.624304393	0.618970727	0.551247192	0.564104637	0.615304338	0.632333495	0.499409063	0.517080816
CLIC4	0.275476115	0.216594397	0.241137182	0.304802923	0.453238821	0.334784525	0.23232224	0.313778851	0.317747085
RUNX3	0.109366035	0.180009349	0.154143057	0.129783988	0.146831946	0.211503797	0.055922683	0.174248495	0.080636886
RP4.799D16.1	0.000143456	0.000486882	0	0	0.001482791	0	0	0	0
SYF2	0.329755316	0.31923726	0.342530246	0.323126144	0.269760777	0.291272084	0.302440622	0.36813918	0.366200823
RSRP1	0.59757687	0.542844495	0.532401806	0.715376903	0.679887227	0.650715783	0.813757125	0.695209467	0.740498485
RP3.465N24.6	0.000568693	0	0.000309663	0	0.000394771	0	0.000353161	0.000133378	0
TMEM50A	0.749624935	0.638379146	0.723716512	0.563600878	0.794992007	0.729702074	0.56050826	0.593452628	0.729367751
RHCE	0.001322543	0.000455785	0.000802032	0.001762622	0.001003131	0.001935796	0.001845609	0.000391658	0.000974712
TMEM57	0.084648779	0.064087108	0.079121554	0.089192447	0.074594299	0.066623501	0.101247052	0.048518792	0.061890853
LDLRAP1	0.025166758	0.020179215	0.021416656	0.027819844	0.024793776	0.016311304	0.01667302	0.01260864	0.017573054
MAN1C1	0.021941694	0.013585029	0.008919204	0.016482644	0.005080083	0.009465131	0.020736364	0.006386732	0.01454828
SEPN1	0.073759829	0.051456969	0.037471844	0.042884588	0.039416589	0.056464541	0.06051885	0.080955548	0.063337058
RP1.317E23.3	0.001204097	0.000827825	0.002586446	0.001288676	0.001020894	0	0.003716723	0.001403503	0.000844153
MTFR1L	0.083160894	0.059913971	0.076900414	0.073391224	0.052366601	0.055577016	0.08718328	0.040548351	0.070606761
AUNIP	0.000537883	0.00205618	0.002042863	0.001008347	0.00107561	0.000523803	0.000695348	0.000120386	0
RP1.125I3.2	0.009366519	0.00494839	0.005457985	0.015320456	0.013823564	0.003327517	0.012242502	0.005755399	0.004134313
PAQR7	0.009364672	0.002401189	0.00654658	0.009695685	0.005009375	0.002143947	0.016833234	0.004280447	0.001599371
STMN1	0.552619361	0.256732298	0.498839068	0.485037865	0.369398612	0.099618903	0.410789267	0.041098429	0.220312941
PAFAH2	0.021025613	0.008611931	0.01554874	0.011638685	0.006409699	0.0067945	0.01899337	0.004297917	0.014122233
SLC30A2	0.000416107	0	0.001538155	0	0	0	0.000629088	0	0.000474236
TRIM63	7.58E-05	0	0	0	0	0	0.000283888	0	0.000308476
PDIK1L	0.015060765	0.001492999	0.010813189	0.008503349	0.002565924	0.004740979	0.018375017	0.00048273	0.003645393
ZNF593	0.136888302	0.128412123	0.177169873	0.089639495	0.08574536	0.178069037	0.116865456	0.085497109	0.122325355
CEP85	0.01595067	0.01043103	0.011134839	0.017019445	0.017326485	0.014417463	0.014298297	0.006745492	0.012842072
SH3BGRL3	2.199835109	2.489446664	2.148123025	1.548254019	2.60749537	2.953346386	1.787236964	3.254469569	2.800490291
UBXN11	0.112540111	0.147980689	0.090853199	0.086913424	0.115484304	0.173401799	0.162985259	0.403165139	0.255920266
CD52	0.214626365	0.815387894	0.288987022	0.098364384	0.504516427	1.166867744	0.109037601	1.314426817	0.935460656
DHDDS	0.063106608	0.035324373	0.055977471	0.036686541	0.034730566	0.051956095	0.055774353	0.032886961	0.047878888
HMGN2	1.163055612	1.15304879	1.186022548	1.019173365	1.033256253	1.065337022	0.97909957	0.872027129	1.046725406
RPS6KA1	0.165856275	0.117649232	0.181785273	0.148906322	0.13166823	0.165551642	0.137288935	0.124060349	0.147605065
RP5.968P14.2	0.000699313	0.000295938	0.000781952	0	0.000534792	0	0.001526064	0.000417415	0
ARID1A	0.152530484	0.142144655	0.109751745	0.140389572	0.116557373	0.127530025	0.238124705	0.109292673	0.115026042
PIGV	0.032950058	0.022165553	0.028831245	0.032352455	0.02521219	0.011575487	0.024706032	0.011615389	0.021997997
ZDHHC18	0.021750494	0.022620189	0.021761246	0.013809438	0.015743323	0.029869887	0.027341836	0.022177297	0.019826875
SFN	0.003877832	0	0.001323137	0.00025129	0.005354457	0	0.002181397	0.000327625	0
GPN2	0.044221126	0.041032281	0.053461918	0.034432896	0.027268366	0.049581296	0.051157499	0.030860708	0.050512529
GPATCH3	0.060474064	0.059638634	0.06729325	0.052973209	0.055261305	0.074116098	0.073349014	0.043918369	0.076103165
NUDC	0.377012903	0.384111887	0.457538803	0.380390152	0.322524852	0.346976637	0.355934677	0.22905334	0.316147592
TRNP1	0.002197494	0.001268422	0.00233582	0.001692025	0.002709362	0.001477491	0.001964901	0.004015729	0.002348241
FAM46B	0.005811502	0.001615258	0.002941183	0.00275769	0.005823718	0.004938324	0.004456592	0.000335931	0.002353549
SLC9A1	0.040907509	0.033840567	0.016836162	0.028630007	0.049469896	0.036448133	0.053162487	0.044855331	0.049817841
WDTC1	0.069511217	0.067398229	0.07667186	0.069168149	0.043402361	0.037995192	0.077582717	0.048103049	0.048461156
TMEM222	0.085032815	0.051233629	0.080206367	0.080507419	0.063535168	0.049170179	0.07142846	0.034122419	0.08222725
SYTL1	0.007817627	0.021409996	0.004908289	0.006665295	0.024451784	0.020596116	0.002683377	0.080788521	0.008985351
MAP3K6	0.019065061	0.021601384	0.010692571	0.017147868	0.01273653	0.013769622	0.044533502	0.02650118	0.012384256
GPR3	0.005744616	0.006522129	0.003076593	0.006923176	0.022369768	0.000765843	0.003302734	0.002073745	0.001851261
WASF2	0.63702693	0.692981556	0.703885235	0.787132877	0.411691131	0.575939275	0.870741519	0.483157707	0.451024676
RP1.159A19.4	0.000855103	0	0.001442677	0.000313091	0	0	0.003079913	0.000183934	0
AHDC1	0.025886121	0.020914099	0.025993305	0.043124753	0.011963615	0.007452239	0.054583696	0.006315511	0.011123497
FGR	0.278259253	0.634889522	0.426340276	0.387060407	0.56970194	0.854860166	0.327179153	1.185936615	0.696652382
IFI6	0.945749148	0.553927362	0.647562663	0.350796372	0.826031758	1.414260665	0.360548787	0.594226737	1.114481689
FAM76A	0.041082993	0.033348055	0.042034874	0.033774014	0.033830126	0.033197142	0.038393571	0.016682874	0.028563817
STX12	0.308562586	0.180674355	0.253282809	0.258440124	0.288404819	0.27881983	0.304499305	0.20122791	0.26608763
PPP1R8	0.035646667	0.029120263	0.041076483	0.02084566	0.025933176	0.045540621	0.032174016	0.017642431	0.038609459
THEMIS2	0.614496346	0.797048041	0.661291222	0.767106413	0.603665602	0.736905909	0.660394094	0.538071085	0.574548159
RPA2	0.142713082	0.144923403	0.149273346	0.14720141	0.122683654	0.099184007	0.147863756	0.082391969	0.140043381
SMPDL3B	0.002592813	0.00387753	0.001581735	0.003592331	0.002859494	0.003197298	0.002610496	0.001791356	0.002141449
XKR8	0.033784964	0.047515653	0.051528166	0.03700569	0.048609743	0.083681968	0.042231671	0.025178732	0.042404288
EYA3	0.049435785	0.032976423	0.045327684	0.045130665	0.055021084	0.056691452	0.057120387	0.041072415	0.038809054
PTAFR	0.340114949	0.176451457	0.31420301	0.203021921	0.313049048	0.39513402	0.224233375	0.219170235	0.313973821
DNAJC8	0.450063948	0.467343126	0.480774459	0.356216079	0.431430857	0.529275261	0.374024245	0.408060607	0.431604634
ATPIF1	0.652180428	0.514995732	0.520208143	0.413079752	0.445021438	0.375742857	0.45881682	0.378829108	0.476126647
RP5.1092A3.4	0.005206974	0	0.002760417	0.001775233	0.002578379	0.000703457	0.003272787	0	0.002605405
SESN2	0.129103251	0.178652387	0.127545645	0.120099828	0.221501152	0.139891285	0.113231682	0.248383114	0.255277538
MED18	0.020539253	0.029151717	0.022820091	0.017941777	0.034683876	0.011130772	0.016392644	0.022750589	0.026341256
PHACTR4	0.161336923	0.092222706	0.122999274	0.152243315	0.144041652	0.11596714	0.184074897	0.074250004	0.130037474
RCC1	0.12690312	0.127046109	0.104638696	0.155893334	0.147350464	0.129545659	0.144669742	0.114149763	0.177770866
TRNAU1AP	0.116027086	0.084480325	0.114805351	0.082945648	0.085532585	0.11128956	0.097070805	0.068638891	0.124258695
SNHG12	0.29100791	0.154229602	0.245433262	0.327827242	0.185870485	0.141018133	0.40644543	0.085308674	0.250957348
TAF12	0.148718141	0.152989662	0.150259377	0.144926277	0.147990541	0.136180029	0.117665237	0.097072914	0.140581796
RAB42	0.054556381	0.004981355	0.084401643	0.007129469	0.012884502	0.00613536	0.010540747	0.001446572	0.057176656
RP11.442N24--B.1	0.005293131	0.003205103	0.003667165	0.003331055	0.006616271	0.005092313	0.00440712	0.001621314	0.003194961
RNU11	0.017721446	0.010005357	0.005247455	0.025263018	0.041879539	0.009203146	0.053039183	0.008808066	0.008629774
GMEB1	0.057400997	0.060967297	0.058561931	0.051895053	0.070209422	0.064815601	0.067291295	0.065924928	0.062217107
YTHDF2	0.201386622	0.195090009	0.25613276	0.211003928	0.172729548	0.218824371	0.20575432	0.169752799	0.216240948
EPB41	0.061193108	0.103936735	0.07194183	0.096207809	0.076278039	0.057381416	0.055022252	0.070108691	0.032601753
SRSF4	0.248443006	0.242018029	0.256968466	0.220969005	0.215869312	0.274513696	0.275596488	0.204098931	0.22830437
MECR	0.035284974	0.033647698	0.047645432	0.033074801	0.018735772	0.032085287	0.023949075	0.01566082	0.033381103
PTPRU	0.000788376	0	0.000439608	0.000697611	0.001105956	0.00275453	0.000449733	0.000670066	0.001591339
MATN1.AS1	0.011257409	0.003740958	0.010336406	0.025195903	0.01203646	0.002183227	0.020791558	0.003359455	0.007743147
LAPTM5	2.363985505	2.322337887	2.338425454	2.248243881	2.179516017	1.963988166	2.180674527	2.33366376	2.388767427
SDC3	0.193824267	0.012944548	0.050173701	0.046820847	0.017721615	0.070166117	0.12575819	0.008898802	0.082899235
PUM1	0.170202188	0.164790888	0.164024497	0.167119364	0.123983631	0.152942652	0.218955822	0.156864784	0.161340605
SNRNP40	0.130794024	0.147026012	0.138937219	0.126639141	0.10807028	0.141207247	0.109087038	0.067508251	0.110400512
ZCCHC17	0.130952946	0.093690705	0.117097068	0.095468323	0.089936684	0.087432968	0.114485136	0.071278789	0.131715752
FABP3	0.157444867	0.011095509	0.153935071	0.038401506	0.008756058	0.00873978	0.037297779	0.001216884	0.079570402
SERINC2	0.067657402	0.013742181	0.009912726	0.005162928	0.068804988	0.045572085	0.028823288	0.056090899	0.102897151
LINC01226	0.002653563	0.00078653	0.001548461	0.006244325	0.004354391	0.000565037	0.000293206	0.001569505	0.002053857
TINAGL1	0.001412687	0.004200553	0.000493544	0.001486187	0.003342128	0.002562663	0.003254704	0.004990359	0.014060327
HCRTR1	0.000129542	0	0.000645909	0	0.000277932	0	0	0	0.000134205
PEF1	0.148599061	0.133572878	0.158042215	0.132877021	0.17311353	0.19280391	0.127447757	0.150382048	0.190219354
RP11.73M7.6	0.000402811	0	0	0.00036202	0	0	0.000837041	0.000287639	0
COL16A1	0	0	0.000540213	0	0.000345007	0	0.001805809	0.001272016	0
SPOCD1	0.001479245	0	0	0	0.000500313	0	0.000147643	0.000111098	0.015912698
RP11.84A19.2	0.000961114	0	0	0.000226271	0	0.001619987	0.004077875	0.001023524	0.000359968
PTP4A2	0.427827796	0.576496425	0.576406547	0.486818288	0.457427998	0.672958231	0.411369796	0.655208559	0.446643465
KHDRBS1	0.520528673	0.605639491	0.618196071	0.676592224	0.572846228	0.607318067	0.541124408	0.591780758	0.478409153
TMEM39B	0.090887055	0.081634944	0.107226563	0.121400751	0.106716051	0.050710598	0.087643112	0.04201679	0.044400256
KPNA6	0.100815889	0.06609417	0.076071673	0.079819066	0.091328264	0.078628573	0.114802583	0.086374262	0.088673791
TXLNA	0.074129962	0.054693519	0.068756262	0.043726173	0.053212711	0.085976033	0.071591286	0.067646509	0.070159797
CCDC28B	0.020844066	0.010417459	0.013966815	0.006737583	0.012239042	0.035430094	0.005063229	0.014653514	0.010829892
TMEM234	0.041734423	0.027828058	0.039118027	0.02585894	0.030325785	0.041382849	0.032561813	0.028970792	0.043366988
EIF3I	0.44923329	0.537507641	0.501930061	0.408564459	0.457238407	0.56081678	0.382748523	0.549215393	0.532485629
LCK	0.004468728	0.002700382	0.001447658	0.00267436	0.003939471	0.003170814	0.001064499	0.003276668	0.001186171
HDAC1	0.10716841	0.132085669	0.129106024	0.118877692	0.135575423	0.139015031	0.099686689	0.130847713	0.130195173
MARCKSL1	0.265190066	0.512927268	0.270690893	0.41492488	0.816287967	0.727355833	0.226796408	0.868259046	0.500031492
FAM229A	0.004782561	0.001448795	0.001891472	0.001287681	0.000492646	0.001061283	0.006513156	0.004302451	0.005941934
BSDC1	0.102082951	0.080702986	0.091302582	0.089629819	0.072951578	0.080144323	0.103488792	0.057161478	0.093197094
ZBTB8A	0.006911727	0.003650856	0.006834616	0.005067371	0.002611228	0.000555969	0.006713481	0.000942023	0.001261683
ZBTB8OS	0.189126744	0.157756191	0.152070506	0.121802888	0.161439973	0.193978663	0.133286323	0.183495331	0.208369727
RBBP4	0.298640319	0.289709835	0.322569576	0.28653054	0.251117157	0.307913953	0.269434315	0.233786556	0.228723658
SYNC	0.00144256	0.001337455	0.003401576	0.002797541	0.003451972	0.001735098	0.00332063	0.00143474	0.00070639
KIAA1522	0.005096916	0.003608298	0.002262948	0.002562262	0.004685561	0.002003095	0.008239163	0.003520391	0.004669513
YARS	0.094942017	0.072571635	0.094222006	0.078176874	0.084606413	0.118916559	0.098732798	0.071023628	0.102508049
S100PBP	0.061345699	0.027296651	0.051048902	0.062977181	0.03324652	0.019465222	0.073645607	0.016074882	0.025882577
TMEM54	0.015821698	0.007865209	0.002013364	0.010746564	0.039702568	0.030535418	0.010100941	0.043966034	0.014972198
RNF19B	0.143108473	0.133574779	0.05603168	0.098515036	0.314446748	0.319753573	0.103829192	0.421602481	0.195778771
AK2	0.294946438	0.306375667	0.345860508	0.266381987	0.354244035	0.369217439	0.205647319	0.240912701	0.301137252
AZIN2	0.017375367	0.015696491	0.021436079	0.033483469	0.01628967	0.007857509	0.006102109	0.000628653	0.003438522
TRIM62	0.00498102	0.004220183	0.004239643	0.005460548	0.003232203	0.002941412	0.005056938	0.004843221	0.007956025
ZNF362	0.054268178	0.030786701	0.033567662	0.052744233	0.022735934	0.019484146	0.070287128	0.020632375	0.028197575
PHC2	0.157607588	0.160200935	0.120373038	0.105032617	0.130475193	0.177701896	0.204616362	0.268131003	0.26160053
ZSCAN20	0.004876404	0	0.003246452	0.000800736	0.002775678	0.00191051	0.003375392	0.001010428	0.002529551
SMIM12	0.180988442	0.194797848	0.211073445	0.135410218	0.156350716	0.194213917	0.150586236	0.147278128	0.172895925
DLGAP3	0.052597082	0.045692451	0.049130095	0.039769574	0.048674187	0.046919435	0.102356514	0.040666981	0.035252418
RP11.244H3.4	0.014767114	0.0094938	0.016407925	0.018547048	0.011758434	0.005067211	0.015481706	0.00343224	0.00715423
ZMYM6NB	0.355820547	0.241850028	0.285685853	0.272864548	0.245072274	0.199707867	0.309198746	0.150517537	0.305626781
ZMYM6	0.034109135	0.02004639	0.027024342	0.029759197	0.02331047	0.01993242	0.049851707	0.017019781	0.026631611
ZMYM1	0.025537616	0.014336943	0.021198185	0.026766776	0.008809313	0.008317973	0.029465893	0.005063031	0.012378834
SFPQ	0.72480178	1.001235736	0.805726258	1.030767925	0.93011628	0.927104252	0.939205947	1.178313743	0.746049984
ZMYM4	0.062577425	0.046485476	0.038265455	0.058063537	0.054446066	0.046601621	0.081019808	0.043261033	0.044784796
ZMYM4.AS1	0.001489784	0.000774558	0.000526264	0.000488529	0.002481335	0.001162786	0.003509307	0.002254498	0.001382069
KIAA0319L	0.077973801	0.059471602	0.048746674	0.060250113	0.044666307	0.06556927	0.078907433	0.052628821	0.052545325
NCDN	0.01382457	0.007699898	0.009835878	0.010581074	0.008965429	0.017256197	0.011296345	0.009630645	0.013784102
RP4.728D4.2	0.014729039	0.010080409	0.006610901	0.008321777	0.009799112	0.012062118	0.016718232	0.01044332	0.012358392
TFAP2E	0.00046343	0.000452766	0.000241754	0.001528734	0.000281975	0	0.002848826	0.000304712	0
PSMB2	0.476208589	0.454734182	0.458440073	0.307128152	0.422589803	0.617481446	0.297600957	0.377261425	0.461632211
C1orf216	0.022015263	0.014665766	0.018236034	0.011008202	0.007289293	0.014870225	0.023642743	0.012751254	0.018369936
CLSPN	0.013223286	0.001485069	0.01375491	0.00481438	0.008006767	0.009027269	0.005310747	0.004112943	0.004849776
AGO4	0.054673647	0.037514285	0.032910576	0.034369926	0.035426972	0.047974303	0.078652709	0.067563635	0.057012893
